feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore	wiskundeGroep
17ir48258	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir56429	1	0	9	11	2	5	<=7	9	11	2	5	<=7
17ir14337	1	1	13	6	3	10	10-13	13	6	3	10	10-13
17ir33813	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir58421	1	0	10	10	2	6	<=7	10	10	2	6	<=7
17ir33386	1	0	10	6	6	7	<=7	10	6	6	7	<=7
17ir17443	1	0	7	12	3	3	<=7	7	12	3	3	<=7
17ir98360	1	0	8	7	7	5	<=7	8	7	7	5	<=7
17ir35816	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir90801	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir65603	1	0	5	9	8	2	<=7	5	9	8	2	<=7
17ir91406	1	0	8	7	7	5	<=7	8	7	7	5	<=7
17ir56162	1	1	18	0	4	16	>=14	18	0	4	16	>=14
17ir58763	1	0	13	8	1	9	8-9	13	8	1	9	8-9
17ir46173	1	0	9	10	3	5	<=7	9	10	3	5	<=7
17ir73928	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir38273	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir20630	1	0	11	3	8	9	8-9	11	3	8	9	8-9
17ir34013	1	1	16	1	5	14	>=14	16	1	5	14	>=14
17ir64575	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir10319	1	0	10	7	5	7	<=7	10	7	5	7	<=7
17ir44577	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir15415	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir34547	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir17872	1	0	10	3	9	8	8-9	10	3	9	8	8-9
17ir90209	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir83084	1	0	10	2	10	8	8-9	10	2	10	8	8-9
17ir47418	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir78436	1	1	16	6	0	13	10-13	16	6	0	13	10-13
17ir58215	1	0	11	2	9	9	8-9	11	2	9	9	8-9
17ir12236	1	1	11	0	11	10	10-13	11	0	11	10	10-13
17ir37122	1	0	2	11	9	0	<=7	2	11	9	0	<=7
17ir42536	1	1	15	1	6	13	10-13	15	1	6	13	10-13
17ir64514	1	0	9	7	6	6	<=7	9	7	6	6	<=7
17ir13779	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir53526	1	0	7	2	13	6	<=7	7	2	13	6	<=7
17ir77652	1	0	6	8	8	3	<=7	6	8	8	3	<=7
17ir86135	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir73843	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir24894	1	0	8	7	7	5	<=7	8	7	7	5	<=7
17ir36142	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir76940	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir73522	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir57455	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir89187	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir29591	1	0	11	5	6	8	8-9	11	5	6	8	8-9
17ir15187	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir40113	1	1	15	5	2	12	10-13	15	5	2	12	10-13
17ir64580	1	1	14	2	6	12	10-13	14	2	6	12	10-13
17ir21338	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir39378	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir26808	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir41581	1	0	8	8	6	5	<=7	8	8	6	5	<=7
17ir31756	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir68853	1	0	10	4	8	8	8-9	10	4	8	8	8-9
17ir43489	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir47476	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir26845	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir40788	1	0	11	8	3	8	8-9	11	8	3	8	8-9
17ir51096	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir19796	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir71238	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir29703	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir39557	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir14115	1	0	12	7	3	9	8-9	12	7	3	9	8-9
17ir67134	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir79984	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir13366	1	0	5	8	9	2	<=7	5	8	9	2	<=7
17ir51758	1	0	8	5	9	6	<=7	8	5	9	6	<=7
17ir67800	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir87785	1	0	9	9	4	5	<=7	9	9	4	5	<=7
17ir55696	1	1	21	0	1	19	>=14	21	0	1	19	>=14
17ir64667	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir59019	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir30012	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir51497	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir32983	1	1	16	4	2	13	10-13	16	4	2	13	10-13
17ir48780	1	0	10	10	2	6	<=7	10	10	2	6	<=7
17ir56191	1	1	12	2	8	10	10-13	12	2	8	10	10-13
17ir71659	1	0	10	5	7	8	8-9	10	5	7	8	8-9
17ir34202	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir33576	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir40085	1	1	15	7	0	12	10-13	15	7	0	12	10-13
17ir54468	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir65792	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir92653	1	1	16	5	1	13	10-13	16	5	1	13	10-13
17ir33053	1	1	15	7	0	12	10-13	15	7	0	12	10-13
17ir54765	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir63499	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir76091	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir69837	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir94158	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir87751	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir77939	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir30473	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir56490	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir15105	1	0	8	9	5	5	<=7	8	9	5	5	<=7
17ir36785	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir23351	1	1	14	8	0	10	10-13	14	8	0	10	10-13
17ir62964	1	0	9	6	7	6	<=7	9	6	7	6	<=7
17ir73370	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir61639	1	0	10	2	10	8	8-9	10	2	10	8	8-9
17ir44173	1	0	10	7	5	7	<=7	10	7	5	7	<=7
17ir92460	1	0	10	4	8	8	8-9	10	4	8	8	8-9
17ir37908	1	0	12	7	3	9	8-9	12	7	3	9	8-9
17ir78028	1	0	8	9	5	5	<=7	8	9	5	5	<=7
17ir41457	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir20251	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir35321	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir57823	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir43482	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir97988	1	1	16	4	2	13	10-13	16	4	2	13	10-13
17ir89660	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir76184	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir20574	1	0	6	14	2	1	<=7	6	14	2	1	<=7
17ir31889	1	0	4	15	3	0	<=7	4	15	3	0	<=7
17ir71157	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir66454	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir80327	1	0	9	5	8	7	<=7	9	5	8	7	<=7
17ir19722	1	0	4	16	2	0	<=7	4	16	2	0	<=7
17ir95370	1	0	8	12	2	4	<=7	8	12	2	4	<=7
17ir26760	1	1	15	7	0	12	10-13	15	7	0	12	10-13
17ir69126	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir98823	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir31630	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir94971	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir91291	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir45582	1	0	8	12	2	4	<=7	8	12	2	4	<=7
17ir45530	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir22559	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir32868	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir67072	1	1	16	1	5	14	>=14	16	1	5	14	>=14
17ir73072	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir24086	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir65685	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir70724	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir44043	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir20322	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir80782	1	1	14	4	4	12	10-13	14	4	4	12	10-13
17ir27341	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir18262	1	0	10	7	5	7	<=7	10	7	5	7	<=7
17ir32747	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir56879	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir32636	1	0	10	3	9	8	8-9	10	3	9	8	8-9
17ir72365	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir20721	1	0	9	3	10	7	<=7	9	3	10	7	<=7
17ir53852	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir23556	1	0	11	4	7	9	8-9	11	4	7	9	8-9
17ir85570	1	1	15	7	0	12	10-13	15	7	0	12	10-13
17ir79543	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir59650	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir41027	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir13774	1	1	14	2	6	12	10-13	14	2	6	12	10-13
17ir95070	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir86996	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir43572	1	1	13	6	3	10	10-13	13	6	3	10	10-13
17ir58965	1	0	10	8	4	7	<=7	10	8	4	7	<=7
17ir57451	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir30314	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir60516	1	0	8	9	5	5	<=7	8	9	5	5	<=7
17ir46250	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir28588	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir35960	1	0	9	12	1	5	<=7	9	12	1	5	<=7
17ir90351	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir94164	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir21076	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir66685	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir29457	1	0	8	6	8	5	<=7	8	6	8	5	<=7
17ir79262	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir51822	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir18861	1	1	15	5	2	12	10-13	15	5	2	12	10-13
17ir91351	1	0	7	11	4	3	<=7	7	11	4	3	<=7
17ir16455	1	1	16	0	6	15	>=14	16	0	6	15	>=14
17ir58734	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir15364	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir53391	1	1	15	7	0	12	10-13	15	7	0	12	10-13
17ir16169	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir76833	1	1	16	4	2	13	10-13	16	4	2	13	10-13
17ir69283	1	0	6	12	4	2	<=7	6	12	4	2	<=7
17ir80025	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir68609	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir43950	1	0	11	3	8	9	8-9	11	3	8	9	8-9
17ir10714	1	0	8	11	3	4	<=7	8	11	3	4	<=7
17ir23078	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir12628	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir34818	1	0	7	3	12	5	<=7	7	3	12	5	<=7
17ir77256	1	1	15	5	2	12	10-13	15	5	2	12	10-13
17ir37374	1	0	10	10	2	6	<=7	10	10	2	6	<=7
17ir92929	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir46731	1	0	11	3	8	9	8-9	11	3	8	9	8-9
17ir84723	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir95569	1	0	8	8	6	5	<=7	8	8	6	5	<=7
17ir53586	1	0	12	7	3	9	8-9	12	7	3	9	8-9
17ir24605	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir13297	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir73577	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir53404	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir59979	1	0	13	9	0	9	8-9	13	9	0	9	8-9
17ir35857	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir36181	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir17135	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir10485	1	1	16	6	0	13	10-13	16	6	0	13	10-13
17ir56318	1	0	10	5	7	8	8-9	10	5	7	8	8-9
17ir95120	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir29617	1	0	9	12	1	5	<=7	9	12	1	5	<=7
17ir14452	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir22070	1	1	12	2	8	10	10-13	12	2	8	10	10-13
17ir34333	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir25104	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir67234	1	1	18	1	3	16	>=14	18	1	3	16	>=14
17ir47064	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir90362	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir84466	1	1	15	3	4	13	10-13	15	3	4	13	10-13
17ir10042	1	1	21	0	1	19	>=14	21	0	1	19	>=14
17ir61301	1	0	11	5	6	8	8-9	11	5	6	8	8-9
17ir70704	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir27843	1	0	5	12	5	1	<=7	5	12	5	1	<=7
17ir20860	1	0	11	11	0	7	<=7	11	11	0	7	<=7
17ir79814	1	0	6	11	5	2	<=7	6	11	5	2	<=7
17ir74600	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir38026	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir60546	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir46363	1	0	8	6	8	5	<=7	8	6	8	5	<=7
17ir27798	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir54612	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir58814	1	0	11	2	9	9	8-9	11	2	9	9	8-9
17ir77209	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir40735	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir45660	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir78693	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir52228	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir96930	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir43930	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir35235	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir63183	1	0	10	6	6	7	<=7	10	6	6	7	<=7
17ir88759	1	0	11	3	8	9	8-9	11	3	8	9	8-9
17ir92825	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir28993	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir93873	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir15568	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir49069	1	0	11	3	8	9	8-9	11	3	8	9	8-9
17ir39059	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir63526	1	0	10	7	5	7	<=7	10	7	5	7	<=7
17ir43822	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir58774	1	0	10	11	1	6	<=7	10	11	1	6	<=7
17ir27976	1	1	18	4	0	15	>=14	18	4	0	15	>=14
17ir65618	1	0	10	6	6	7	<=7	10	6	6	7	<=7
17ir30408	1	0	11	5	6	8	8-9	11	5	6	8	8-9
17ir92457	1	0	8	5	9	6	<=7	8	5	9	6	<=7
17ir72616	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir92599	1	0	8	6	8	5	<=7	8	6	8	5	<=7
17ir99151	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir13194	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir31892	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir79139	1	0	11	8	3	8	8-9	11	8	3	8	8-9
17ir65207	1	0	6	12	4	2	<=7	6	12	4	2	<=7
17ir62880	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir93181	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir88788	1	1	19	1	2	17	>=14	19	1	2	17	>=14
17ir18411	1	0	12	7	3	9	8-9	12	7	3	9	8-9
17ir44076	1	0	11	5	6	8	8-9	11	5	6	8	8-9
17ir60367	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir71257	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir23646	1	0	8	8	6	5	<=7	8	8	6	5	<=7
17ir93200	1	0	11	9	2	7	<=7	11	9	2	7	<=7
17ir22970	1	0	7	4	11	5	<=7	7	4	11	5	<=7
17ir25779	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir59128	1	0	10	4	8	8	8-9	10	4	8	8	8-9
17ir80086	1	1	14	2	6	12	10-13	14	2	6	12	10-13
17ir78232	1	0	5	13	4	1	<=7	5	13	4	1	<=7
17ir78012	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir21053	1	1	13	3	6	11	10-13	13	3	6	11	10-13
17ir83027	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir33946	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir21254	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir47110	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir87571	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir38247	1	0	8	3	11	6	<=7	8	3	11	6	<=7
17ir28846	1	1	13	6	3	10	10-13	13	6	3	10	10-13
17ir70456	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir73993	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir52675	1	1	17	1	4	15	>=14	17	1	4	15	>=14
17ir32814	1	1	21	0	1	19	>=14	21	0	1	19	>=14
17ir54426	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir76218	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir17436	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir59419	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir10320	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir57597	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir75637	1	1	21	1	0	19	>=14	21	1	0	19	>=14
17ir96326	1	1	12	3	7	10	10-13	12	3	7	10	10-13
17ir89968	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir99552	1	0	10	6	6	7	<=7	10	6	6	7	<=7
17ir88711	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir86861	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir47411	1	1	14	2	6	12	10-13	14	2	6	12	10-13
17ir29776	1	0	8	8	6	5	<=7	8	8	6	5	<=7
17ir41102	1	1	12	2	8	10	10-13	12	2	8	10	10-13
17ir48197	1	1	11	0	11	10	10-13	11	0	11	10	10-13
17ir21144	1	1	15	5	2	12	10-13	15	5	2	12	10-13
17ir51630	1	0	9	10	3	5	<=7	9	10	3	5	<=7
17ir92986	1	0	9	3	10	7	<=7	9	3	10	7	<=7
17ir39449	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir86284	1	1	17	5	0	14	>=14	17	5	0	14	>=14
17ir98132	1	0	11	7	4	8	8-9	11	7	4	8	8-9
17ir75649	1	0	10	8	4	7	<=7	10	8	4	7	<=7
17ir67324	1	0	9	10	3	5	<=7	9	10	3	5	<=7
17ir63646	1	1	17	3	2	15	>=14	17	3	2	15	>=14
17ir16293	1	0	3	16	3	0	<=7	3	16	3	0	<=7
17ir96662	1	1	14	3	5	12	10-13	14	3	5	12	10-13
17ir41183	1	0	7	6	9	5	<=7	7	6	9	5	<=7
17ir71441	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir37827	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir94938	1	0	10	4	8	8	8-9	10	4	8	8	8-9
17ir44592	1	1	14	8	0	10	10-13	14	8	0	10	10-13
17ir38015	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir33516	1	0	12	8	2	8	8-9	12	8	2	8	8-9
17ir57548	1	0	6	7	9	3	<=7	6	7	9	3	<=7
17ir61890	1	0	10	5	7	8	8-9	10	5	7	8	8-9
17ir16632	1	0	10	4	8	8	8-9	10	4	8	8	8-9
17ir57489	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir35858	1	1	18	0	4	16	>=14	18	0	4	16	>=14
17ir83518	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir76288	1	0	9	6	7	6	<=7	9	6	7	6	<=7
17ir85307	1	1	20	1	1	18	>=14	20	1	1	18	>=14
17ir61651	1	1	15	5	2	12	10-13	15	5	2	12	10-13
17ir90353	1	1	14	6	2	11	10-13	14	6	2	11	10-13
17ir40441	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir35169	1	1	16	5	1	13	10-13	16	5	1	13	10-13
17ir76606	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir25564	1	1	14	2	6	12	10-13	14	2	6	12	10-13
17ir88322	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir31554	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir70341	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir10039	1	1	16	2	4	14	>=14	16	2	4	14	>=14
17ir18991	1	0	10	2	10	8	8-9	10	2	10	8	8-9
17ir41071	1	1	17	4	1	14	>=14	17	4	1	14	>=14
17ir89208	1	1	15	6	1	12	10-13	15	6	1	12	10-13
17ir25628	1	1	20	2	0	18	>=14	20	2	0	18	>=14
17ir49360	1	0	12	7	3	9	8-9	12	7	3	9	8-9
17ir57518	1	0	5	10	7	2	<=7	5	10	7	2	<=7
17ir82868	1	0	8	11	3	4	<=7	8	11	3	4	<=7
17ir40440	1	0	7	5	10	5	<=7	7	5	10	5	<=7
17ir82377	1	0	9	7	6	6	<=7	9	7	6	6	<=7
17ir95563	1	0	5	7	10	2	<=7	5	7	10	2	<=7
17ir81479	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir66474	1	1	14	8	0	10	10-13	14	8	0	10	10-13
17ir53467	1	1	13	2	7	11	10-13	13	2	7	11	10-13
17ir45206	1	1	16	3	3	14	>=14	16	3	3	14	>=14
17ir48471	1	1	16	4	2	13	10-13	16	4	2	13	10-13
17ir64380	1	1	12	4	6	10	10-13	12	4	6	10	10-13
17ir75390	1	1	15	2	5	13	10-13	15	2	5	13	10-13
17ir91255	1	1	17	2	3	15	>=14	17	2	3	15	>=14
17ir81365	1	1	13	5	4	10	10-13	13	5	4	10	10-13
17ir22489	1	1	18	2	2	16	>=14	18	2	2	16	>=14
17ir26598	1	0	8	8	6	5	<=7	8	8	6	5	<=7
17ir93983	1	1	22	0	0	20	>=14	22	0	0	20	>=14
17ir87398	1	0	12	5	5	9	8-9	12	5	5	9	8-9
17ir12484	1	1	18	3	1	15	>=14	18	3	1	15	>=14
17ir59160	1	1	15	4	3	12	10-13	15	4	3	12	10-13
17ir93346	1	1	19	2	1	17	>=14	19	2	1	17	>=14
17ir68895	1	1	14	5	3	11	10-13	14	5	3	11	10-13
17ir71509	1	0	8	8	6	5	<=7	8	8	6	5	<=7
17ir16369	1	0	8	7	7	5	<=7	8	7	7	5	<=7
17ir34631	1	1	16	1	5	14	>=14	16	1	5	14	>=14
17ir43653	1	1	19	3	0	16	>=14	19	3	0	16	>=14
17ir86272	1	0	7	7	8	4	<=7	7	7	8	4	<=7
17ir89701	1	0	7	12	3	3	<=7	7	12	3	3	<=7
17ir97174	1	0	8	4	10	6	<=7	8	4	10	6	<=7
17ir65321	1	0	8	11	3	4	<=7	8	11	3	4	<=7
17ir40097	1	1	15	7	0	12	10-13	15	7	0	12	10-13
17ir76710	1	1	14	1	7	12	10-13	14	1	7	12	10-13
17ir14723	1	0	9	9	4	5	<=7	9	9	4	5	<=7
17ir68232	1	0	11	6	5	8	8-9	11	6	5	8	8-9
17ir94098	1	1	13	6	3	10	10-13	13	6	3	10	10-13
17ir85549	1	0	10	1	11	9	8-9	10	1	11	9	8-9
17ir47902	1	0	12	6	4	9	8-9	12	6	4	9	8-9
17ir62953	1	1	13	4	5	11	10-13	13	4	5	11	10-13
17ir29540	1	1	15	4	3	12	10-13	15	4	3	12	10-13
