Alle Studenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naam,Voornaam,nummer,ijkID,ijkingstoetssessie,FeedbackGroep,TOTAAL,juist,fout,blanco,scoreA,juistA,foutA,blancoA,scoreB,juistB,foutB,blancoB,scoreC,juistC,foutC,blancoC,scoreD,juistD,foutD,blancoD,scoreE,juistE,foutE,blancoE,scoreF,juistF,foutF,blancoF,scoreG,juistG,foutG,blancoG,scoreH,juistH,foutH,blancoH
,,31809,18dwAET300431809,18,A,12,20,5,5,3,4,2,4,5,6,3,1,10,10,0,0,,,,,,,,,,,,,,,,,,,,
,,31833,18dwAET301131833,18,B,8,16,14,0,2,4,6,0,2,4,6,0,7,8,2,0,,,,,,,,,,,,,,,,,,,,
,,31884,18dwGRDM06031884,18,A,14,21,1,8,10,10,0,0,4,4,1,5,7,7,0,3,,,,,,,,,,,,,,,,,,,,
,,31815,18dwGRDM01431815,18,B,6,12,10,8,3,4,4,2,3,4,4,2,3,4,2,4,,,,,,,,,,,,,,,,,,,,
,,31864,18dwGRDM04531864,18,B,8,13,4,13,4,4,1,5,2,2,1,7,6,7,2,1,,,,,,,,,,,,,,,,,,,,
,,31906,18dwGRDM07331906,18,A,10,17,5,8,7,7,0,3,3,4,4,2,6,6,1,3,,,,,,,,,,,,,,,,,,,,
,,31898,18dwGRDM06931898,18,A,13,22,8,0,9,9,1,0,3,5,5,0,7,8,2,0,,,,,,,,,,,,,,,,,,,,
,,31875,18dwGRDM05231875,18,A,11,19,7,4,5,6,2,2,4,5,3,2,7,8,2,0,,,,,,,,,,,,,,,,,,,,
,,31859,18dwGRDM04131859,18,C,4,11,15,4,1,3,5,2,0,2,7,1,5,6,3,1,,,,,,,,,,,,,,,,,,,,
,,31867,18dwGRDM04831867,18,C,4,12,18,0,3,5,5,0,0,1,9,0,5,6,4,0,,,,,,,,,,,,,,,,,,,,
,,31838,18dwGRDM03031838,18,C,3,7,7,16,4,4,1,5,0,1,4,5,1,2,2,6,,,,,,,,,,,,,,,,,,,,
,,31854,18dwGRDM03731854,18,A,10,18,10,2,6,7,2,1,2,4,5,1,6,7,3,0,,,,,,,,,,,,,,,,,,,,
,,31826,18dwGRDM02131826,18,B,7,13,8,9,5,5,1,4,1,3,5,2,4,5,2,3,,,,,,,,,,,,,,,,,,,,
,,31827,18dwGRDM02231827,18,B,6,14,15,1,3,5,5,0,1,3,7,0,5,6,3,1,,,,,,,,,,,,,,,,,,,,
,,31876,18dwGRDM05331876,18,B,5,12,12,6,3,4,2,4,1,3,6,1,4,5,4,1,,,,,,,,,,,,,,,,,,,,
,,31798,18dwGRDM00231798,18,A,14,22,5,3,8,8,1,1,4,5,4,1,9,9,0,1,,,,,,,,,,,,,,,,,,,,
,,31887,18dwGRDM06331887,18,A,11,19,7,4,7,8,2,0,0,2,5,3,9,9,0,1,,,,,,,,,,,,,,,,,,,,
,,31862,18dwGRDM04331862,18,A,12,20,7,3,9,9,1,0,2,4,6,0,7,7,0,3,,,,,,,,,,,,,,,,,,,,
,,31899,18dwGRDM07031899,18,A,11,20,9,1,8,8,1,1,3,5,5,0,6,7,3,0,,,,,,,,,,,,,,,,,,,,
,,31901,18dwGRDM07131901,18,B,8,16,11,3,4,5,2,3,2,4,6,0,6,7,3,0,,,,,,,,,,,,,,,,,,,,
,,31832,18dwGRDM02631832,18,A,13,21,6,3,8,8,1,1,3,4,4,2,9,9,1,0,,,,,,,,,,,,,,,,,,,,
,,31808,18dwGRDM00931808,18,B,8,15,11,4,4,5,2,3,2,4,6,0,5,6,3,1,,,,,,,,,,,,,,,,,,,,
,,31803,18dwGRDM00731803,18,A,12,21,7,2,5,6,4,0,6,7,2,1,8,8,1,1,,,,,,,,,,,,,,,,,,,,
,,31813,18dwGRDM01231813,18,B,8,14,8,8,6,7,3,0,0,1,3,6,5,6,2,2,,,,,,,,,,,,,,,,,,,,
,,31801,18dwGRDM00531801,18,B,9,18,12,0,6,7,3,0,3,5,5,0,5,6,4,0,,,,,,,,,,,,,,,,,,,,
,,31811,18dwGRDM01031811,18,A,10,18,9,3,7,8,2,0,3,4,4,2,5,6,3,1,,,,,,,,,,,,,,,,,,,,
,,31831,18dwGRDM02531831,18,B,7,15,15,0,3,5,5,0,1,3,7,0,6,7,3,0,,,,,,,,,,,,,,,,,,,,
,,31835,18dwGRDM02831835,18,B,7,13,7,10,3,4,3,3,4,5,3,2,4,4,1,5,,,,,,,,,,,,,,,,,,,,
,,31834,18dwGRDM02731834,18,B,9,17,10,3,4,5,3,2,2,4,6,0,8,8,1,1,,,,,,,,,,,,,,,,,,,,
,,31843,18dwGRDM03331843,18,B,6,12,8,10,5,5,0,5,2,4,5,1,2,3,3,4,,,,,,,,,,,,,,,,,,,,
,,31823,18dwGRDM02031823,18,A,10,19,11,0,6,7,3,0,2,4,6,0,7,8,2,0,,,,,,,,,,,,,,,,,,,,
,,31877,18dwGRDM05431877,18,C,4,11,13,6,3,4,4,2,2,4,6,0,2,3,3,4,,,,,,,,,,,,,,,,,,,,
,,31797,18dwGRDM00131797,18,A,12,20,6,4,5,6,2,2,5,6,3,1,8,8,1,1,,,,,,,,,,,,,,,,,,,,
,,31844,18dwGRDM03431844,18,A,11,18,4,8,5,5,0,5,4,5,4,1,8,8,0,2,,,,,,,,,,,,,,,,,,,,
,,31839,18dwGRDM03131839,18,B,8,13,4,13,8,8,0,2,1,2,3,5,3,3,1,6,,,,,,,,,,,,,,,,,,,,
,,31865,18dwGRDM04631865,18,C,4,11,16,3,2,4,5,1,0,2,6,2,3,5,5,0,,,,,,,,,,,,,,,,,,,,
,,31819,18dwGRDM01731819,18,B,8,16,13,1,5,6,3,1,3,5,5,0,3,5,5,0,,,,,,,,,,,,,,,,,,,,
,,31814,18dwGRDM01331814,18,B,8,14,8,8,7,8,2,0,3,3,1,6,1,3,5,2,,,,,,,,,,,,,,,,,,,,
,,31818,18dwGRDM01631818,18,A,12,21,7,2,7,8,2,0,4,5,4,1,8,8,1,1,,,,,,,,,,,,,,,,,,,,
,,31896,18dwGRDM06731896,18,B,5,11,11,8,4,5,2,3,0,2,7,1,3,4,2,4,,,,,,,,,,,,,,,,,,,,
,,31829,18dwGRDM02431829,18,B,6,14,16,0,5,6,4,0,0,1,9,0,6,7,3,0,,,,,,,,,,,,,,,,,,,,
,,31903,18dwGRDM07231903,18,B,6,12,10,8,4,5,3,2,1,2,4,4,4,5,3,2,,,,,,,,,,,,,,,,,,,,
,,31871,18dwGRDM05131871,18,B,6,12,11,7,3,4,3,3,2,4,5,1,3,4,3,3,,,,,,,,,,,,,,,,,,,,
,,31863,18dwGRDM04431863,18,B,6,12,10,8,6,7,2,1,1,2,4,4,2,3,4,3,,,,,,,,,,,,,,,,,,,,
,,31891,18dwGRDM06631891,18,B,9,17,9,4,3,4,2,4,2,4,6,0,9,9,1,0,,,,,,,,,,,,,,,,,,,,
,,31800,18dwGRDM00431800,18,C,4,11,17,2,5,6,4,0,0,2,8,0,1,3,5,2,,,,,,,,,,,,,,,,,,,,
,,31807,18dwGRDM00831807,18,B,7,13,6,11,3,4,2,4,0,1,3,6,8,8,1,1,,,,,,,,,,,,,,,,,,,,
,,31857,18dwGRDM03931857,18,C,0,5,19,6,0,2,5,3,0,2,7,1,0,1,7,2,,,,,,,,,,,,,,,,,,,,
,,31802,18dwGRDM00631802,18,B,9,17,10,3,5,6,2,2,4,5,4,1,5,6,4,0,,,,,,,,,,,,,,,,,,,,
,,31836,18dwGRDM02931836,18,C,0,5,25,0,0,1,9,0,0,1,9,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,
,,31869,18dwGRDM04931869,18,B,9,18,12,0,6,7,3,0,3,5,5,0,5,6,4,0,,,,,,,,,,,,,,,,,,,,
,,31883,18dwGRDM05931883,18,C,0,7,23,0,1,3,7,0,0,1,9,0,1,3,7,0,,,,,,,,,,,,,,,,,,,,
,,31858,18dwGRDM04031858,18,C,1,4,9,17,1,1,1,8,0,2,6,2,0,1,2,7,,,,,,,,,,,,,,,,,,,,
,,31870,18dwGRDM05031870,18,B,9,16,7,7,6,6,1,3,2,4,6,0,6,6,0,4,,,,,,,,,,,,,,,,,,,,
