ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore
33127	1	1	19	4	2	14	9	1	0	9	10	3	2	9
33491	1	1	16	9	0	10	10	0	0	10	6	9	0	3
32480	1	1	22	1	2	17	10	0	0	10	12	1	2	12
33920	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32320	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33468	1	1	17	5	3	12	9	1	0	9	8	4	3	7
33756	1	0	13	9	3	8	7	3	0	6	6	6	3	4
33248	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33176	1	1	17	3	5	13	9	1	0	9	8	2	5	7
33440	1	1	18	3	4	14	10	0	0	10	8	3	4	7
33721	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33753	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33833	1	1	16	4	5	12	8	2	0	7	8	2	5	7
33731	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33615	1	1	15	0	10	12	10	0	0	10	5	0	10	5
33364	1	1	18	3	4	14	9	0	1	9	9	3	3	8
32776	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33277	1	1	21	4	0	16	10	0	0	10	11	4	0	10
32963	1	1	20	0	5	16	10	0	0	10	10	0	5	10
32461	1	1	19	6	0	14	9	1	0	9	10	5	0	8
32799	1	1	22	2	1	17	9	1	0	9	13	1	1	13
32472	1	1	17	6	2	12	10	0	0	10	7	6	2	5
33501	1	0	10	15	0	4	5	5	0	3	5	10	0	2
33462	1	1	16	2	7	12	9	0	1	9	7	2	6	6
32538	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33082	1	1	23	1	1	18	10	0	0	10	13	1	1	13
33529	1	1	21	4	0	16	10	0	0	10	11	4	0	10
33017	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33063	1	0	13	8	4	8	8	2	0	7	5	6	4	3
33388	1	1	21	4	0	16	9	1	0	9	12	3	0	11
33182	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32240	1	1	17	7	1	12	8	2	0	7	9	5	1	7
33439	1	1	20	4	1	15	9	1	0	9	11	3	1	10
33402	1	1	23	2	0	18	9	1	0	9	14	1	0	14
33567	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33120	1	1	22	3	0	17	9	1	0	9	13	2	0	12
33510	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32955	1	1	19	6	0	14	10	0	0	10	9	6	0	7
33168	1	1	15	3	7	11	8	2	0	7	7	1	7	7
32205	1	0	14	7	4	9	8	2	0	7	6	5	4	4
33566	1	1	17	2	6	13	8	0	2	8	9	2	4	8
32225	1	1	16	2	7	12	9	0	1	9	7	2	6	6
33934	1	1	21	4	0	16	10	0	0	10	11	4	0	10
32815	1	1	20	3	2	15	9	1	0	9	11	2	2	10
33148	1	1	19	2	4	15	10	0	0	10	9	2	4	8
32719	1	1	19	6	0	14	9	1	0	9	10	5	0	8
32364	1	1	15	6	4	10	8	2	0	7	7	4	4	6
32344	1	1	15	6	4	10	8	2	0	7	7	4	4	6
33222	1	0	11	5	9	7	7	1	2	7	4	4	7	3
32333	1	1	21	3	1	16	9	1	0	9	12	2	1	11
32542	1	0	12	13	0	6	7	3	0	6	5	10	0	2
33214	1	1	21	1	3	17	10	0	0	10	11	1	3	11
33625	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32816	1	1	16	9	0	10	8	2	0	7	8	7	0	6
33271	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32920	1	1	24	1	0	19	9	1	0	9	15	0	0	15
33817	1	1	19	6	0	14	9	1	0	9	10	5	0	8
33568	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32414	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33564	1	0	13	12	0	7	7	3	0	6	6	9	0	3
33136	1	1	23	2	0	18	9	1	0	9	14	1	0	14
32381	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32512	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33334	1	1	20	2	3	15	10	0	0	10	10	2	3	9
33578	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33219	1	1	20	4	1	15	10	0	0	10	10	4	1	9
33583	1	1	20	5	0	15	9	1	0	9	11	4	0	10
33181	1	1	24	0	1	19	10	0	0	10	14	0	1	14
33519	1	1	19	6	0	14	10	0	0	10	9	6	0	7
33458	1	1	17	8	0	11	8	2	0	7	9	6	0	7
32836	1	1	20	4	1	15	10	0	0	10	10	4	1	9
32353	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33081	1	1	19	6	0	14	10	0	0	10	9	6	0	7
33538	1	1	19	6	0	14	9	1	0	9	10	5	0	8
33749	1	1	20	5	0	15	9	1	0	9	11	4	0	10
33571	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32603	1	1	23	2	0	18	9	1	0	9	14	1	0	14
33663	1	1	20	4	1	15	9	0	1	9	11	4	0	10
32301	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33880	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33115	1	1	21	4	0	16	10	0	0	10	11	4	0	10
32849	1	1	16	9	0	10	8	2	0	7	8	7	0	6
32599	1	1	17	8	0	11	9	1	0	9	8	7	0	6
33077	1	1	20	5	0	15	9	1	0	9	11	4	0	10
32386	1	1	22	1	2	17	10	0	0	10	12	1	2	12
33570	1	1	21	1	3	17	10	0	0	10	11	1	3	11
33904	1	1	17	8	0	11	9	1	0	9	8	7	0	6
33632	1	1	19	2	4	15	9	0	1	9	10	2	3	9
33472	1	1	22	3	0	17	9	1	0	9	13	2	0	12
33908	1	1	21	1	3	17	10	0	0	10	11	1	3	11
32537	1	1	17	4	4	13	9	1	0	9	8	3	4	7
33638	1	1	21	4	0	16	9	1	0	9	12	3	0	11
33832	1	1	19	6	0	14	9	1	0	9	10	5	0	8
32967	1	1	16	9	0	10	10	0	0	10	6	9	0	3
33444	1	1	21	1	3	17	10	0	0	10	11	1	3	11
33774	1	1	22	3	0	17	9	1	0	9	13	2	0	12
32362	1	1	21	3	1	16	10	0	0	10	11	3	1	10
32990	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32489	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33922	1	1	23	1	1	18	8	1	1	8	15	0	0	15
33901	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32969	1	1	24	0	1	19	10	0	0	10	14	0	1	14
32215	1	0	15	10	0	9	7	3	0	6	8	7	0	6
33297	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33579	1	1	20	2	3	15	10	0	0	10	10	2	3	9
33867	1	1	18	5	2	13	10	0	0	10	8	5	2	6
32566	1	0	13	10	2	8	7	3	0	6	6	7	2	4
32458	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32303	1	1	23	1	1	18	9	0	1	9	14	1	0	14
32660	1	1	20	5	0	15	10	0	0	10	10	5	0	8
32471	1	1	21	2	2	16	10	0	0	10	11	2	2	10
33382	1	1	15	5	5	11	7	2	1	6	8	3	4	7
33885	1	1	20	1	4	16	10	0	0	10	10	1	4	10
32665	1	1	22	0	3	18	10	0	0	10	12	0	3	12
32688	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32689	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32265	1	0	14	11	0	8	7	3	0	6	7	8	0	4
33878	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33195	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33349	1	1	24	1	0	19	9	1	0	9	15	0	0	15
33921	1	1	24	1	0	19	9	1	0	9	15	0	0	15
32284	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32769	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33637	1	1	20	5	0	15	10	0	0	10	10	5	0	8
33454	1	1	20	4	1	15	9	1	0	9	11	3	1	10
32626	1	1	21	3	1	16	10	0	0	10	11	3	1	10
32441	1	1	22	1	2	17	10	0	0	10	12	1	2	12
33517	1	1	18	7	0	13	10	0	0	10	8	7	0	6
32882	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32858	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32292	1	1	19	2	4	15	10	0	0	10	9	2	4	8
33750	1	1	20	5	0	15	9	1	0	9	11	4	0	10
33821	1	1	21	3	1	16	8	2	0	7	13	1	1	13
33179	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32411	1	1	19	6	0	14	9	1	0	9	10	5	0	8
32911	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32261	1	1	21	3	1	16	10	0	0	10	11	3	1	10
32304	1	1	23	2	0	18	9	1	0	9	14	1	0	14
32971	1	1	21	4	0	16	10	0	0	10	11	4	0	10
32945	1	1	19	3	3	14	10	0	0	10	9	3	3	8
33381	1	1	22	1	2	17	10	0	0	10	12	1	2	12
32954	1	1	19	2	4	15	10	0	0	10	9	2	4	8
32278	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33177	1	1	20	1	4	16	10	0	0	10	10	1	4	10
33206	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32497	1	1	21	0	4	17	10	0	0	10	11	0	4	11
33019	1	1	21	3	1	16	10	0	0	10	11	3	1	10
32859	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32861	1	1	20	3	2	15	10	0	0	10	10	3	2	9
33058	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33049	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33252	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33527	1	1	18	3	4	14	10	0	0	10	8	3	4	7
33414	1	1	21	4	0	16	10	0	0	10	11	4	0	10
33810	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32479	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32465	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32666	1	1	20	3	2	15	10	0	0	10	10	3	2	9
32729	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32760	1	1	21	4	0	16	10	0	0	10	11	4	0	10
32213	1	1	19	6	0	14	9	1	0	9	10	5	0	8
33301	1	1	22	2	1	17	10	0	0	10	12	2	1	11
32338	1	1	22	2	1	17	10	0	0	10	12	2	1	11
32436	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33156	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32548	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32568	1	1	24	0	1	19	10	0	0	10	14	0	1	14
33242	1	1	21	4	0	16	8	2	0	7	13	2	0	12
33264	1	0	12	7	6	8	8	1	1	8	4	6	5	2
33784	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32871	1	1	21	4	0	16	10	0	0	10	11	4	0	10
33254	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33050	1	1	23	1	1	18	10	0	0	10	13	1	1	13
33834	1	1	19	6	0	14	8	2	0	7	11	4	0	10
33324	1	1	20	4	1	15	10	0	0	10	10	4	1	9
33515	1	1	21	3	1	16	10	0	0	10	11	3	1	10
33227	1	1	18	4	3	13	8	2	0	7	10	2	3	9
32927	1	1	20	3	2	15	9	1	0	9	11	2	2	10
32961	1	1	19	6	0	14	10	0	0	10	9	6	0	7
32598	1	0	14	8	3	9	7	3	0	6	7	5	3	5
33217	1	0	14	11	0	8	8	2	0	7	6	9	0	3
32379	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33238	1	1	21	3	1	16	10	0	0	10	11	3	1	10
33216	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33848	1	1	15	5	5	11	8	1	1	8	7	4	4	6
33640	1	1	22	2	1	17	10	0	0	10	12	2	1	11
33075	1	1	19	4	2	14	8	1	1	8	11	3	1	10
32906	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33341	1	1	22	3	0	17	10	0	0	10	12	3	0	11
32979	1	1	18	4	3	13	9	1	0	9	9	3	3	8
32528	1	1	22	2	1	17	8	2	0	7	14	0	1	14
33292	1	1	18	4	3	13	9	1	0	9	9	3	3	8
32565	1	1	23	0	2	18	10	0	0	10	13	0	2	13
33037	1	1	15	1	9	12	8	1	1	8	7	0	8	7
32406	1	1	18	7	0	13	9	1	0	9	9	6	0	7
33375	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32297	1	1	23	0	2	18	10	0	0	10	13	0	2	13
33377	1	1	19	4	2	14	9	0	1	9	10	4	1	9
32222	1	1	19	4	2	14	10	0	0	10	9	4	2	8
33385	1	1	22	2	1	17	10	0	0	10	12	2	1	11
33733	1	1	16	5	4	11	9	1	0	9	7	4	4	6
32523	1	1	18	4	3	13	9	1	0	9	9	3	3	8
32464	1	1	23	2	0	18	9	1	0	9	14	1	0	14
33008	1	1	21	2	2	16	10	0	0	10	11	2	2	10
32803	1	1	23	2	0	18	9	1	0	9	14	1	0	14
32917	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33149	1	1	17	8	0	11	8	2	0	7	9	6	0	7
32228	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32394	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33169	1	1	18	1	6	14	8	0	2	8	10	1	4	10
33003	1	1	22	2	1	17	10	0	0	10	12	2	1	11
32976	1	1	19	6	0	14	9	1	0	9	10	5	0	8
33498	1	1	22	1	2	17	10	0	0	10	12	1	2	12
33816	1	1	21	4	0	16	10	0	0	10	11	4	0	10
33671	1	1	15	6	4	10	8	2	0	7	7	4	4	6
32864	1	1	23	0	2	18	10	0	0	10	13	0	2	13
33021	1	1	15	0	10	12	8	0	2	8	7	0	8	7
32714	1	1	16	9	0	10	8	2	0	7	8	7	0	6
32211	1	1	19	5	1	14	10	0	0	10	9	5	1	7
33506	1	1	17	2	6	13	7	1	2	7	10	1	4	10
32889	1	1	21	2	2	16	10	0	0	10	11	2	2	10
33863	1	1	22	3	0	17	9	1	0	9	13	2	0	12
33032	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33073	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32759	1	1	22	2	1	17	10	0	0	10	12	2	1	11
32293	1	1	24	1	0	19	9	1	0	9	15	0	0	15
32474	1	1	14	6	5	10	8	2	0	7	6	4	5	5
33240	1	1	19	0	6	15	9	0	1	9	10	0	5	10
33585	1	1	21	3	1	16	10	0	0	10	11	3	1	10
33346	1	1	18	7	0	13	7	3	0	6	11	4	0	10
32787	1	1	20	2	3	15	9	1	0	9	11	1	3	11
32466	1	1	19	3	3	14	10	0	0	10	9	3	3	8
32624	1	0	14	7	4	9	6	3	1	5	8	4	3	7
32835	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33107	1	1	17	4	4	13	9	0	1	9	8	4	3	7
33205	1	1	21	4	0	16	10	0	0	10	11	4	0	10
33938	1	1	19	3	3	14	8	1	1	8	11	2	2	10
33147	1	1	20	2	3	15	10	0	0	10	10	2	3	9
33661	1	1	23	1	1	18	9	1	0	9	14	0	1	14
32426	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33143	1	1	15	7	3	10	8	1	1	8	7	6	2	5
32972	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33853	1	1	16	6	3	11	9	1	0	9	7	5	3	5
32860	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32663	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32840	1	1	20	4	1	15	9	1	0	9	11	3	1	10
32697	1	0	15	10	0	9	7	3	0	6	8	7	0	6
32229	1	1	17	8	0	11	6	4	0	5	11	4	0	10
33792	1	1	17	8	0	11	8	2	0	7	9	6	0	7
33873	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32780	1	1	21	4	0	16	9	1	0	9	12	3	0	11
33435	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32602	1	1	22	1	2	17	9	1	0	9	13	0	2	13
32675	1	1	17	8	0	11	9	1	0	9	8	7	0	6
33344	1	1	22	0	3	18	10	0	0	10	12	0	3	12
33421	1	1	16	6	3	11	8	1	1	8	8	5	2	6
32428	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33154	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33864	1	1	20	2	3	15	10	0	0	10	10	2	3	9
33059	1	1	16	6	3	11	6	4	0	5	10	2	3	9
32812	1	1	19	3	3	14	10	0	0	10	9	3	3	8
32622	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33601	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33851	1	1	23	1	1	18	10	0	0	10	13	1	1	13
32777	1	1	18	5	2	13	9	1	0	9	9	4	2	8
33046	1	0	0	0	25	0	0	0	10	0	0	0	15	0
32515	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32508	1	1	22	3	0	17	9	1	0	9	13	2	0	12
33656	1	1	23	1	1	18	10	0	0	10	13	1	1	13
33636	1	1	16	3	6	12	8	2	0	7	8	1	6	8
33781	1	1	21	3	1	16	10	0	0	10	11	3	1	10
32868	1	1	24	0	1	19	10	0	0	10	14	0	1	14
32648	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33180	1	1	17	2	6	13	9	0	1	9	8	2	5	7
32529	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33558	1	1	22	1	2	17	10	0	0	10	12	1	2	12
33655	1	1	20	0	5	16	10	0	0	10	10	0	5	10
32726	1	1	21	4	0	16	10	0	0	10	11	4	0	10
32363	1	1	18	3	4	14	9	1	0	9	9	2	4	8
32255	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32682	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33152	1	1	18	4	3	13	9	1	0	9	9	3	3	8
32720	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33609	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33235	1	1	18	6	1	13	9	1	0	9	9	5	1	7
32722	1	1	22	1	2	17	10	0	0	10	12	1	2	12
32802	1	1	23	1	1	18	10	0	0	10	13	1	1	13
32811	1	1	23	1	1	18	9	1	0	9	14	0	1	14
32268	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33371	1	0	9	11	5	4	5	4	1	4	4	7	4	2
32699	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33031	1	1	17	6	2	12	10	0	0	10	7	6	2	5
33426	1	1	18	7	0	13	9	1	0	9	9	6	0	7
33800	1	1	19	3	3	14	10	0	0	10	9	3	3	8
33943	1	1	23	1	1	18	10	0	0	10	13	1	1	13
32942	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32249	1	1	21	0	4	17	10	0	0	10	11	0	4	11
32687	1	1	20	0	5	16	10	0	0	10	10	0	5	10
33014	1	0	14	9	2	9	9	1	0	9	5	8	2	2
33033	1	1	23	1	1	18	10	0	0	10	13	1	1	13
32485	1	1	20	1	4	16	8	1	1	8	12	0	3	12
32620	1	1	23	2	0	18	9	1	0	9	14	1	0	14
32421	1	1	20	4	1	15	9	1	0	9	11	3	1	10
32948	1	1	16	2	7	12	10	0	0	10	6	2	7	5
32980	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33183	1	0	13	12	0	7	9	1	0	9	4	11	0	0
32319	1	0	15	10	0	9	7	3	0	6	8	7	0	6
33845	1	1	18	6	1	13	9	1	0	9	9	5	1	7
33729	1	1	18	7	0	13	10	0	0	10	8	7	0	6
33130	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32805	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32985	1	1	15	4	6	11	8	2	0	7	7	2	6	6
32283	1	1	20	5	0	15	8	2	0	7	12	3	0	11
32891	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33400	1	1	24	1	0	19	10	0	0	10	14	1	0	14
32956	1	1	21	3	1	16	10	0	0	10	11	3	1	10
33879	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32657	1	1	15	6	4	10	9	1	0	9	6	5	4	4
33665	1	1	21	1	3	17	9	0	1	9	12	1	2	12
33318	1	1	19	6	0	14	10	0	0	10	9	6	0	7
33320	1	0	12	7	6	8	9	0	1	9	3	7	5	1
33133	1	1	23	1	1	18	10	0	0	10	13	1	1	13
33023	1	1	20	2	3	15	10	0	0	10	10	2	3	9
33057	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32196	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32253	1	1	23	2	0	18	9	1	0	9	14	1	0	14
32824	1	1	23	1	1	18	10	0	0	10	13	1	1	13
33872	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33331	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33312	1	1	15	8	2	10	8	2	0	7	7	6	2	5
33340	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33261	1	1	18	7	0	13	9	1	0	9	9	6	0	7
32230	1	1	23	2	0	18	10	0	0	10	13	2	0	12
33624	1	1	20	2	3	15	10	0	0	10	10	2	3	9
33764	1	1	21	3	1	16	10	0	0	10	11	3	1	10
33188	1	0	8	17	0	2	4	6	0	2	4	11	0	0
33342	1	1	20	5	0	15	9	1	0	9	11	4	0	10
32329	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32896	1	1	20	5	0	15	10	0	0	10	10	5	0	8
32544	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32561	1	1	23	2	0	18	10	0	0	10	13	2	0	12
32412	1	1	21	3	1	16	9	1	0	9	12	2	1	11
33199	1	1	22	2	1	17	10	0	0	10	12	2	1	11
33437	1	1	24	1	0	19	9	1	0	9	15	0	0	15
33443	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32855	1	1	21	2	2	16	10	0	0	10	11	2	2	10
32399	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32530	1	1	17	8	0	11	8	2	0	7	9	6	0	7
33178	1	1	22	1	2	17	9	1	0	9	13	0	2	13
33249	1	1	21	2	2	16	10	0	0	10	11	2	2	10
32324	1	1	22	1	2	17	10	0	0	10	12	1	2	12
33262	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33299	1	1	21	4	0	16	10	0	0	10	11	4	0	10
32613	1	1	24	0	1	19	10	0	0	10	14	0	1	14
32444	1	1	20	5	0	15	10	0	0	10	10	5	0	8
32477	1	1	21	3	1	16	9	1	0	9	12	2	1	11
33172	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33484	1	1	24	1	0	19	10	0	0	10	14	1	0	14
33923	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33605	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33490	1	1	25	0	0	20	10	0	0	10	15	0	0	15
32286	1	1	22	1	2	17	10	0	0	10	12	1	2	12
33741	1	1	20	3	2	15	9	0	1	9	11	3	1	10
32470	1	1	25	0	0	20	10	0	0	10	15	0	0	15
33393	1	1	21	4	0	16	9	1	0	9	12	3	0	11
32242	1	1	22	3	0	17	10	0	0	10	12	3	0	11
33196	1	1	20	2	3	15	10	0	0	10	10	2	3	9
33932	1	1	20	5	0	15	9	1	0	9	11	4	0	10
