ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
33965	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34076	1	D	C	B	B	D	A	D	A	X	D	B	A	X	D	C	X	B	X	X	X	B	X
34608	1	D	C	B	A	D	A	D	A	X	D	B	B	D	D	C	A	B	D	D	B	D	D
34278	1	D	C	B	A	D	A	B	A	X	D	B	X	X	D	C	X	B	D	B	C	B	B
34230	1	D	C	B	A	D	A	D	A	C	D	B	A	C	D	X	A	B	X	D	B	B	D
34678	1	D	C	B	A	D	B	D	A	C	D	B	B	C	C	B	B	A	X	D	C	A	B
34267	1	D	B	D	B	D	X	D	A	X	B	B	X	X	D	D	X	X	D	X	B	B	X
34119	1	D	C	B	B	D	C	A	A	A	A	D	C	B	B	C	B	C	C	D	A	B	D
34591	1	D	C	B	X	D	C	D	A	X	X	B	A	X	D	B	X	X	X	X	X	X	X
33971	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	B	D
34419	1	D	C	B	B	D	A	C	A	C	D	B	A	C	D	C	A	B	D	D	B	C	D
34600	1	D	C	A	B	D	A	D	A	A	D	B	D	D	B	C	B	B	D	D	C	B	B
34800	1	D	C	B	A	D	B	B	A	A	D	B	A	C	D	C	X	X	C	D	C	A	D
34827	1	D	C	B	A	D	X	X	A	C	C	D	X	C	D	D	X	D	D	X	A	C	D
34688	1	B	C	B	C	A	A	D	A	A	D	B	C	C	D	B	C	A	D	C	B	A	D
33950	1	D	A	C	C	B	D	D	B	B	D	B	D	A	C	C	C	B	D	A	A	B	B
34453	1	D	C	B	A	D	A	D	A	C	D	B	A	D	D	D	A	B	D	B	A	B	D
34103	1	D	C	C	B	D	X	D	A	C	B	X	X	X	C	C	X	D	X	X	A	D	B
34170	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	D	D
34031	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	X	X	B	D
33967	1	D	C	B	B	D	A	D	A	C	D	B	X	X	D	C	A	X	X	D	C	B	D
34809	1	D	C	B	B	D	A	D	A	X	D	B	C	C	X	D	C	B	X	A	C	B	D
34798	1	D	C	B	B	D	X	A	X	C	B	B	X	X	B	C	X	A	D	D	B	B	X
34265	1	D	X	B	B	D	C	B	A	C	D	B	A	X	D	X	X	B	X	D	X	D	D
34672	1	D	C	B	B	D	A	D	A	X	D	C	X	X	D	C	X	X	D	X	X	B	D
34789	1	D	C	B	C	C	A	D	A	X	D	D	X	X	C	C	X	C	B	C	C	C	D
34793	1	D	C	B	B	D	A	D	A	C	D	B	C	D	D	C	A	B	D	D	C	B	B
33989	1	D	C	B	B	D	X	D	A	C	X	B	A	X	C	X	X	B	X	X	A	D	X
34436	1	D	C	D	B	B	C	C	D	C	B	C	A	A	D	B	X	X	D	A	C	A	D
34620	1	D	C	D	B	B	A	D	A	A	C	B	A	C	B	C	C	B	D	D	A	B	D
34128	1	D	C	B	B	B	X	B	A	X	B	B	A	X	D	C	X	A	D	B	X	C	B
34448	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	B	B	D
34731	1	D	C	D	B	C	A	D	A	C	D	C	A	D	D	C	C	C	D	B	B	A	X
34609	1	D	C	B	B	D	C	D	A	C	D	A	A	D	C	C	B	C	C	D	A	B	D
34545	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	B	B	D	D	A	B	C
34515	1	C	C	D	B	D	B	A	B	C	C	B	D	B	D	B	C	X	D	D	B	B	B
34093	1	D	B	B	D	D	B	D	A	C	D	X	A	X	D	C	A	B	D	C	B	B	D
34226	1	A	C	B	B	D	A	B	A	C	D	B	A	C	C	C	C	B	D	B	A	D	A
34391	1	D	C	D	B	D	A	D	A	A	C	B	A	C	C	C	A	B	D	D	A	B	B
34008	1	D	C	D	A	D	A	A	B	C	D	B	X	A	B	C	C	B	D	C	A	B	D
34625	1	D	C	B	B	X	B	B	A	X	D	D	X	A	D	X	X	A	X	X	X	C	B
34557	1	D	C	B	B	D	A	D	A	X	B	B	X	X	B	X	C	B	X	D	A	B	D
34488	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	B	X	D	X	D	D
34590	1	D	B	C	A	D	B	B	A	C	D	B	D	D	C	D	X	B	D	D	A	B	B
34616	1	A	C	D	B	C	A	B	A	A	C	A	C	C	C	C	B	C	B	A	B	D	A
33990	1	D	C	B	B	D	A	A	A	C	D	B	A	C	C	C	A	B	D	D	C	B	D
34029	1	X	C	B	B	D	A	C	A	C	D	B	X	X	X	X	X	X	A	C	X	B	D
34570	1	D	C	B	B	D	C	A	A	A	D	D	X	X	D	C	X	X	D	D	B	B	D
34341	1	D	C	B	B	D	A	D	A	C	C	D	A	X	D	C	X	A	X	B	X	A	A
34200	1	B	D	D	D	D	C	D	C	C	B	B	A	D	C	C	A	A	D	C	D	B	D
34109	1	D	C	D	B	A	A	D	A	C	D	B	A	C	D	C	A	B	D	A	C	A	B
34635	1	D	D	C	B	D	B	B	A	D	D	B	C	X	X	C	A	X	X	A	A	B	X
34257	1	A	C	B	A	C	A	D	A	C	D	B	A	C	D	C	C	C	D	C	B	B	B
34467	1	D	C	C	A	D	A	X	C	X	A	B	X	X	B	C	X	X	D	X	X	X	X
34585	1	D	C	B	B	D	B	D	A	C	D	B	A	C	D	C	B	B	D	D	C	D	D
34437	1	D	B	D	B	D	A	X	C	C	B	X	A	C	D	C	D	X	X	A	A	D	B
34174	1	D	C	B	B	D	A	D	A	C	D	B	X	C	X	C	A	B	D	D	B	B	D
34110	1	X	C	B	B	D	C	D	A	A	D	B	X	X	D	C	B	X	D	C	B	A	D
34066	1	D	C	B	B	D	A	D	A	C	D	B	A	X	D	C	A	B	D	B	X	C	D
34088	1	D	B	X	A	D	C	B	A	C	B	B	B	X	D	C	C	B	D	C	A	B	D
34748	1	D	C	B	B	D	A	D	A	A	D	B	X	C	D	C	A	X	D	X	C	B	D
34768	1	D	C	B	B	D	A	B	A	C	D	B	A	D	D	C	A	B	X	D	B	B	D
34157	1	D	C	B	B	D	A	B	A	C	B	B	A	C	D	C	X	X	D	X	X	A	D
34750	1	D	C	B	C	D	A	D	A	C	D	B	A	C	D	C	A	B	D	D	C	D	D
34602	1	C	C	B	B	C	B	B	B	C	C	A	D	A	D	B	C	D	D	C	A	B	C
34120	1	D	C	B	B	D	A	D	A	C	B	B	X	C	D	X	A	B	X	D	X	B	D
34722	1	D	C	B	B	D	A	D	A	C	D	B	A	C	D	C	A	D	D	D	C	B	D
34481	1	D	C	B	B	D	A	D	A	B	D	B	A	X	D	C	X	B	X	D	X	B	X
