ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30	vraag31	vraag32	vraag33	vraag34	vraag35
32307	1	X	B	A	B	D	X	D	B	D	C	A	X	X	B	A	D	X	C	A	X	D	X	X	X	B	C	B	C	A	D	A	C	B	X	B
33513	1	C	B	A	B	D	B	X	B	D	C	A	B	A	B	A	C	C	C	A	X	B	D	A	B	B	C	D	A	D	D	A	A	B	B	B
32658	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	X	D	D	C	C	D	D	C	B	A	A	D	A	C	X	B	B
32504	1	C	B	A	B	D	B	D	B	D	C	A	X	C	B	B	B	D	C	A	A	D	C	C	B	B	C	B	C	A	D	A	C	C	B	B
33374	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	C	B	B
32751	1	C	B	A	B	D	B	D	B	D	C	A	X	A	B	A	C	X	C	A	D	X	C	C	D	B	B	B	C	D	D	A	C	X	B	B
33469	1	C	B	A	B	D	B	D	B	D	C	A	D	A	B	A	C	A	C	A	D	D	B	C	A	A	B	A	C	D	A	A	C	B	C	D
32178	1	C	B	A	B	D	B	D	B	D	C	A	A	C	B	A	C	D	C	A	B	A	C	C	B	B	C	C	C	A	D	A	C	C	B	B
33333	1	C	B	A	A	D	C	C	B	B	C	A	C	B	B	D	C	D	A	D	C	B	D	C	B	A	C	B	B	C	D	B	C	C	C	D
32747	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	C	D	X	B	B	C	B	C	A	D	A	C	B	B	B
32564	1	B	D	A	A	A	A	D	B	B	A	D	C	B	B	C	B	C	B	A	D	A	C	C	A	A	D	B	B	C	D	B	A	B	B	B
33030	1	C	B	A	B	D	B	D	B	D	C	D	B	A	B	A	C	D	C	A	D	D	D	C	B	B	C	A	B	D	X	A	C	C	B	C
33097	1	C	B	A	C	B	D	B	B	D	C	A	A	C	B	C	C	C	B	A	C	B	C	C	B	C	D	B	A	A	C	A	C	B	C	B
32457	1	C	B	A	B	D	B	D	B	D	C	A	B	B	B	A	C	B	C	A	B	C	C	C	B	B	C	B	C	D	A	A	C	C	C	B
32288	1	C	B	A	B	D	B	D	B	B	C	C	B	A	B	A	C	A	C	A	D	D	D	C	B	B	C	B	B	A	D	A	C	C	B	B
33051	1	C	B	A	B	D	A	D	C	D	C	A	B	X	B	C	C	X	C	A	C	B	C	X	B	B	C	B	C	A	X	A	A	B	B	B
32707	1	C	B	A	B	D	B	D	B	D	C	X	X	X	X	A	C	D	C	A	D	B	D	C	B	B	C	B	C	A	D	A	C	X	B	C
32616	1	C	B	A	B	D	B	D	B	D	C	C	A	X	B	X	C	D	C	A	X	D	X	B	B	X	X	B	C	A	D	B	C	B	B	D
33796	1	C	A	A	C	D	B	D	A	D	A	C	C	B	B	C	A	C	B	A	C	C	B	C	C	A	B	C	A	C	B	C	A	B	B	D
32332	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	C	C	B	B	C	B	C	A	D	A	C	B	C	B
32888	1	C	B	A	B	D	C	D	C	D	C	A	C	A	B	A	D	D	B	A	D	B	D	D	B	A	C	A	B	A	D	A	B	B	B	B
33011	1	C	B	A	B	A	B	D	B	D	C	A	A	X	B	A	C	D	C	A	X	B	C	D	B	A	C	B	B	A	X	A	C	B	B	B
32912	1	X	B	A	B	D	B	D	B	B	C	C	B	A	B	A	D	X	C	A	D	D	X	C	X	B	C	D	C	D	D	A	D	B	B	B
33854	1	C	B	A	B	D	B	X	B	D	C	A	A	X	X	A	X	D	D	A	X	X	C	X	B	B	C	X	A	A	X	A	X	C	B	B
32277	1	C	B	D	B	D	C	D	B	D	C	A	B	B	D	A	C	D	C	C	C	B	C	C	B	D	C	A	A	B	D	B	C	B	C	B
33417	1	C	B	A	B	D	B	C	X	D	C	A	B	X	B	A	C	C	A	X	D	D	D	X	X	D	C	B	C	A	C	A	C	B	B	B
32756	1	C	B	A	B	B	B	X	B	D	C	X	B	X	D	X	C	D	C	A	A	D	X	X	B	B	C	B	B	D	C	C	C	X	B	B
32416	1	C	B	A	B	D	X	D	B	D	C	X	X	A	B	A	C	D	C	A	X	D	C	X	B	B	C	D	C	A	X	A	C	B	B	B
33476	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	D	A	A	C	B	B	B
32212	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	A	C	A	D	B	C	B	B	B
33504	1	D	B	A	B	A	A	C	C	D	C	A	B	C	B	B	B	D	C	A	B	B	D	C	C	A	C	B	C	A	B	A	A	C	B	D
33581	1	C	B	A	B	D	B	C	B	D	C	A	C	D	B	B	C	D	D	A	A	B	A	C	B	C	C	C	D	A	D	A	C	B	B	B
33103	1	C	B	A	B	D	X	D	B	D	C	A	B	B	X	A	C	D	C	A	X	B	D	C	B	B	C	B	C	A	D	A	C	A	B	B
33689	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	B	D	C	B	B	C	B	A	A	A	B	C	B	B	B
32294	1	C	B	A	A	D	B	B	B	D	C	A	A	X	B	C	A	D	C	X	A	C	D	C	B	A	C	B	C	A	A	A	C	B	B	B
33278	1	C	B	A	C	D	B	C	B	C	C	A	B	X	B	X	C	D	A	A	X	B	C	X	X	A	C	D	C	D	X	B	C	B	B	D
33404	1	C	B	A	B	D	B	D	B	D	C	B	X	X	D	X	X	D	C	A	A	C	C	C	B	B	C	B	C	A	D	A	C	B	B	B
32241	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	A	C	A	B	D	D	C	A	B	C	B	C	A	D	A	B	B	B	B
32219	1	C	B	A	B	D	B	D	B	D	C	A	A	A	B	D	C	D	C	A	D	B	C	C	B	B	C	A	A	A	D	A	C	B	B	C
33483	1	C	B	A	B	D	A	D	B	D	C	A	A	D	B	A	C	C	A	A	D	D	D	A	B	B	D	A	A	A	D	A	C	B	B	C
32427	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	C	C	B	B	C	B	C	A	D	A	C	B	B	B
32597	1	A	B	D	A	B	D	A	B	A	A	C	A	C	D	C	A	A	B	B	C	B	D	C	A	D	A	A	A	D	B	A	C	C	B	C
