ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22
34719	1	D	D	D	D	D	B	D	A	A	D	C	X	A	D	B	C	C	C	B	C	X	C
34716	1	D	A	A	D	D	B	D	A	A	D	C	B	X	D	B	C	C	C	B	C	B	C
34418	1	D	D	A	D	D	B	D	A	A	D	C	B	A	D	B	C	C	C	B	C	A	X
34034	1	D	D	A	D	X	X	D	A	A	D	C	B	A	D	B	C	C	C	B	C	B	C
34118	1	D	D	A	D	D	B	D	A	A	D	C	A	A	D	B	C	D	C	B	X	A	C
34210	1	D	D	A	D	D	B	D	A	A	D	C	B	B	D	B	C	C	C	B	C	A	C
34366	1	D	D	A	D	D	B	D	A	A	D	C	B	A	B	B	C	C	D	B	C	A	C
34535	1	D	D	A	D	D	D	D	A	A	D	C	B	A	D	B	C	C	B	B	C	B	C
34651	1	D	D	A	D	X	D	D	A	A	D	A	B	A	D	B	D	A	C	B	A	A	C
33964	1	D	A	A	D	D	X	D	A	A	A	C	B	B	B	B	C	C	C	B	C	A	C
34548	1	D	D	A	D	D	C	D	A	A	D	C	B	A	B	B	C	C	C	B	C	A	C
34225	1	B	D	A	D	A	B	D	D	A	C	C	A	A	D	B	C	D	C	B	A	A	D
34432	1	D	D	X	D	D	C	D	A	A	D	A	A	A	D	B	C	C	C	B	C	A	C
34023	1	X	D	A	X	D	C	D	A	X	X	C	A	A	D	X	C	X	C	B	X	X	X
34447	1	D	D	A	D	X	D	D	A	X	D	X	X	C	D	B	C	C	C	A	C	B	A
34132	1	D	D	C	X	X	B	D	A	A	X	X	D	A	D	B	X	C	C	B	C	B	X
34197	1	D	D	A	D	D	C	D	A	A	D	C	B	A	B	B	C	C	C	B	C	A	C
34473	1	D	D	A	B	A	B	D	A	A	D	B	X	D	D	B	C	D	C	B	C	B	C
34487	1	D	A	A	D	D	C	D	A	A	A	C	B	A	D	B	C	C	C	A	C	B	C
34180	1	C	C	A	X	D	B	D	A	A	B	D	A	A	B	B	C	C	C	B	A	B	X
34131	1	D	D	A	D	X	D	D	A	A	D	X	B	A	D	B	D	C	C	B	A	A	C
