feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	zonder_basisJuist	zonder_basisFout	zonder_basisBlanco	zonder_basisScore	zonder_basisGroep	wiskunde_basisJuist	wiskunde_basisFout	wiskunde_basisBlanco	wiskunde_basisScore	wiskunde_basisGroep	wiskunde_standaardJuist	wiskunde_standaardFout	wiskunde_standaardBlanco	wiskunde_standaardScore	wiskunde_standaardGroep	chemieJuist	chemieFout	chemieBlanco	chemieScore	chemieGroep
19xd17559	1	1	26	9	0	13	10-13	17	8	0	11	10-13	9	1	0	9	>=9	8	7	0	6	<8	9	1	0	9	>=7
19xd48627	1	0	19	15	1	8	<10	9	15	1	3	<10	10	0	0	10	>=9	6	8	1	3	<8	3	7	0	1	<5
19xd97293	1	0	18	7	10	9	<10	11	5	9	7	<10	7	2	1	6	<7	3	3	9	2	<8	8	2	0	7	>=7
19xd69354	1	1	27	4	4	15	>=14	18	4	3	13	10-13	9	0	1	9	>=9	10	2	3	9	8-11	8	2	0	7	>=7
19xd15330	1	0	19	16	0	8	<10	12	13	0	6	<10	7	3	0	6	<7	7	8	0	4	<8	5	5	0	3	<5
19xd69558	1	1	30	5	0	16	>=14	21	4	0	16	>=14	9	1	0	9	>=9	13	2	0	12	>=12	8	2	0	7	>=7
19xd62330	1	0	14	21	0	4	<10	6	19	0	0	<10	8	2	0	7	7-8	4	11	0	0	<8	2	8	0	0	<5
19xd65239	1	1	26	6	3	14	>=14	16	6	3	11	10-13	10	0	0	10	>=9	9	3	3	8	8-11	7	3	0	6	5-7
19xd81404	1	0	14	5	16	7	<10	8	4	13	5	<10	6	1	3	6	<7	4	1	10	4	<8	4	3	3	3	<5
19xd69291	1	1	23	12	0	11	10-13	14	11	0	8	<10	9	1	0	9	>=9	10	5	0	8	8-11	4	6	0	2	<5
19xd95431	1	1	30	5	0	16	>=14	21	4	0	16	>=14	9	1	0	9	>=9	11	4	0	10	8-11	10	0	0	10	>=7
19xd80846	1	0	14	21	0	4	<10	11	14	0	5	<10	3	7	0	1	<7	5	10	0	2	<8	6	4	0	5	5-7
19xd65921	1	0	14	4	17	7	<10	8	4	13	5	<10	6	0	4	6	<7	2	2	11	1	<8	6	2	2	5	5-7
19xd11257	1	1	24	5	6	13	10-13	15	5	5	11	10-13	9	0	1	9	>=9	8	3	4	7	<8	7	2	1	6	5-7
19xd73732	1	1	25	10	0	12	10-13	16	9	0	10	10-13	9	1	0	9	>=9	9	6	0	7	<8	7	3	0	6	5-7
19xd22145	1	0	16	3	16	9	<10	10	3	12	7	<10	6	0	4	6	<7	2	1	12	2	<8	8	2	0	7	>=7
19xd32446	1	1	25	9	1	13	10-13	16	8	1	11	10-13	9	1	0	9	>=9	8	6	1	6	<8	8	2	0	7	>=7
19xd36549	1	1	23	12	0	11	10-13	15	10	0	9	<10	8	2	0	7	7-8	9	6	0	7	<8	6	4	0	5	5-7
19xd76969	1	0	9	3	23	5	<10	4	2	19	3	<10	5	1	4	5	<7	4	2	9	3	<8	0	0	10	0	<5
19xd60836	1	0	12	14	9	4	<10	6	10	9	2	<10	6	4	0	5	<7	2	8	5	0	<8	4	2	4	3	<5
19xd92759	1	1	32	3	0	18	>=14	23	2	0	18	>=14	9	1	0	9	>=9	15	0	0	15	>=12	8	2	0	7	>=7
19xd57775	1	1	29	2	4	16	>=14	19	2	4	15	>=14	10	0	0	10	>=9	9	2	4	8	8-11	10	0	0	10	>=7
19xd92584	1	0	17	18	0	6	<10	11	14	0	5	<10	6	4	0	5	<7	7	8	0	4	<8	4	6	0	2	<5
19xd99077	1	1	25	7	3	13	10-13	15	7	3	10	10-13	10	0	0	10	>=9	7	5	3	5	<8	8	2	0	7	>=7
19xd58982	1	1	34	1	0	19	>=14	24	1	0	19	>=14	10	0	0	10	>=9	14	1	0	14	>=12	10	0	0	10	>=7
19xd51247	1	0	9	2	24	5	<10	1	0	24	1	<10	8	2	0	7	7-8	1	0	14	1	<8	0	0	10	0	<5
19xd47286	1	0	1	0	34	1	<10	0	0	25	0	<10	1	0	9	1	<7	0	0	15	0	<8	0	0	10	0	<5
