ijkID	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore
31949	1	1	15	1	6	13	15	1	6	13
31966	1	0	10	3	9	8	10	3	9	8
31984	1	0	11	4	7	9	11	4	7	9
31947	1	1	16	4	2	13	16	4	2	13
31953	1	1	17	1	4	15	17	1	4	15
31942	1	1	12	2	8	10	12	2	8	10
32008	1	1	14	0	8	13	14	0	8	13
32004	1	1	13	3	6	11	13	3	6	11
31935	1	0	10	3	9	8	10	3	9	8
31925	1	1	22	0	0	20	22	0	0	20
31974	1	0	11	3	8	9	11	3	8	9
31987	1	1	16	3	3	14	16	3	3	14
31980	1	1	12	2	8	10	12	2	8	10
31916	1	1	14	5	3	11	14	5	3	11
31979	1	1	12	2	8	10	12	2	8	10
31969	1	1	15	4	3	12	15	4	3	12
31930	1	1	16	2	4	14	16	2	4	14
31951	1	0	10	5	7	8	10	5	7	8
31936	1	1	18	1	3	16	18	1	3	16
31991	1	1	18	0	4	16	18	0	4	16
31993	1	0	10	8	4	7	10	8	4	7
31960	1	0	9	6	7	6	9	6	7	6
31971	1	1	16	4	2	13	16	4	2	13
31955	1	1	15	4	3	12	15	4	3	12
31983	1	1	15	3	4	13	15	3	4	13
31934	1	1	15	3	4	13	15	3	4	13
31986	1	1	13	1	8	12	13	1	8	12
31907	1	0	10	7	5	7	10	7	5	7
31922	1	0	11	10	1	7	11	10	1	7
32002	1	0	7	7	8	4	7	7	8	4
31963	1	1	22	0	0	20	22	0	0	20
32000	1	0	7	12	3	3	7	12	3	3
31962	1	1	20	2	0	18	20	2	0	18
31912	1	1	17	1	4	15	17	1	4	15
32075	1	1	21	1	0	19	21	1	0	19
32070	1	0	7	6	9	5	7	6	9	5
32058	1	1	16	1	5	14	16	1	5	14
32022	1	0	9	13	0	4	9	13	0	4
32042	1	1	15	3	4	13	15	3	4	13
32099	1	0	11	10	1	7	11	10	1	7
32083	1	1	20	1	1	18	20	1	1	18
32082	1	0	8	3	11	6	8	3	11	6
32109	1	1	20	1	1	18	20	1	1	18
32081	1	0	7	6	9	5	7	6	9	5
32126	1	1	15	4	3	12	15	4	3	12
32031	1	0	3	12	7	0	3	12	7	0
32069	1	1	17	3	2	15	17	3	2	15
32151	1	1	18	4	0	15	18	4	0	15
32032	1	0	11	3	8	9	11	3	8	9
32020	1	1	16	1	5	14	16	1	5	14
32036	1	0	11	3	8	9	11	3	8	9
32110	1	0	9	5	8	7	9	5	8	7
32044	1	0	10	8	4	7	10	8	4	7
32045	1	1	13	1	8	12	13	1	8	12
32101	1	1	12	1	9	11	12	1	9	11
32118	1	1	15	2	5	13	15	2	5	13
32104	1	0	11	3	8	9	11	3	8	9
32123	1	0	11	3	8	9	11	3	8	9
32129	1	1	15	3	4	13	15	3	4	13
32136	1	0	11	4	7	9	11	4	7	9
32125	1	1	13	4	5	11	13	4	5	11
32023	1	0	10	5	7	8	10	5	7	8
32055	1	1	13	4	5	11	13	4	5	11
32010	1	0	5	8	9	2	5	8	9	2
32061	1	1	13	4	5	11	13	4	5	11
32049	1	0	9	8	5	6	9	8	5	6
32048	1	1	15	4	3	12	15	4	3	12
32122	1	0	8	7	7	5	8	7	7	5
32016	1	1	14	4	4	12	14	4	4	12
31939	1	0	11	3	8	9	11	3	8	9
31908	1	1	16	1	5	14	16	1	5	14
32098	1	1	17	2	3	15	17	2	3	15
32080	1	0	9	8	5	6	9	8	5	6
32128	1	1	16	1	5	14	16	1	5	14
32085	1	1	12	2	8	10	12	2	8	10
32120	1	1	19	2	1	17	19	2	1	17
