Alle Studenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naam,Voornaam,nummer,onlineID,ijkingstoetssessie,FeedbackGroep,TOTAAL,juist,fout,blanco,scoreA,juistA,foutA,blancoA,scoreB,juistB,foutB,blancoB,scoreC,juistC,foutC,blancoC,scoreD,juistD,foutD,blancoD,scoreE,juistE,foutE,blancoE,scoreF,juistF,foutF,blancoF,scoreG,juistG,foutG,blancoG,scoreH,juistH,foutH,blancoH
,,33163,wb1595761986mJJhBd8gfq9Lh9ld2HfhuwKAo8E8wD,19,A,8,17,11,7,5,9,9,7,7,8,2,0,5,6,3,6,1,3,6,1,,,,,,,,,,,,,,,,
,,32807,wb1593433589akhUZ6GkiRm2fkT0G2AbcRTnu9iiGK,19,A,12,22,5,8,8,12,5,8,10,10,0,0,8,9,2,4,2,3,3,4,,,,,,,,,,,,,,,,
,,33337,wb1596635232Qoa54U39tUHYu1jVIigKpDNy7HN8nv,19,A,16,29,5,1,15,20,4,1,9,9,1,0,10,11,3,1,9,9,1,0,,,,,,,,,,,,,,,,
,,33223,wb1596138421o7OxsYOVyJmBCUCMNTgXgLIR2Le9qr,19,A,13,26,9,0,13,18,7,0,7,8,2,0,8,10,5,0,7,8,2,0,,,,,,,,,,,,,,,,
,,32753,wb1593197148LM7uoNlq7KwNolutNVT26NORggYmxv,19,A,11,20,0,15,8,10,0,15,10,10,0,0,9,9,0,6,1,1,0,9,,,,,,,,,,,,,,,,
,,32773,wb1593290581eZlOIMRP1RoIlHRCL48CKamoNWawQ4,19,A,18,33,2,0,18,23,2,0,10,10,0,0,14,14,1,0,9,9,1,0,,,,,,,,,,,,,,,,
,,33401,wb1596983645uxbPf6OseBCMfK8f0KHSzd6OexkMyr,19,A,12,24,11,0,9,15,10,0,9,9,1,0,6,8,7,0,6,7,3,0,,,,,,,,,,,,,,,,
,,33396,wb159697713074lEha65xVDR0nrlrl8UrBmhptdjFA,19,A,15,29,6,0,15,20,5,0,9,9,1,0,12,13,2,0,6,7,3,0,,,,,,,,,,,,,,,,
,,33167,wb1595773226coOiB3reTrYW3pwgQnzHz8pWH50Pt7,19,A,18,31,0,4,17,21,0,4,10,10,0,0,13,13,0,2,8,8,0,2,,,,,,,,,,,,,,,,
,,33919,wb1597488039FvjKXDZpMmFyqJJzx1YMuxudAFcSQZ,19,A,18,32,2,1,18,23,1,1,9,9,1,0,14,14,0,1,9,9,1,0,,,,,,,,,,,,,,,,
,,33822,wb1596990454H7Uc4n6rmxrJmKOCygX8aFWcAz8Lzn,19,A,15,29,6,0,16,21,4,0,7,8,2,0,11,12,3,0,9,9,1,0,,,,,,,,,,,,,,,,
,,32797,wb1593418269H8LLRxX2foXmm1g5pH3v8j6GLRtkbi,19,A,13,26,8,1,12,17,7,1,9,9,1,0,7,9,5,1,7,8,2,0,,,,,,,,,,,,,,,,
,,33795,wb1596641378kO47CY4uc2VCvQNHtrqdWoWBNuTJrq,19,A,10,21,13,1,11,16,8,1,3,5,5,0,5,7,7,1,9,9,1,0,,,,,,,,,,,,,,,,
,,33294,wb15964532257vM5J0ymyf6ts5aRbXcJImnjKG7Mua,19,A,14,26,6,3,12,17,5,3,9,9,1,0,11,11,1,3,5,6,4,0,,,,,,,,,,,,,,,,
,,33866,wb1597271754d2LaHOJDmrsyNIDRfOJpDkjADPs5JL,19,A,8,15,5,15,6,9,5,11,6,6,0,4,4,4,1,10,4,5,4,1,,,,,,,,,,,,,,,,
,,33354,wb1596659219IoVFlxiiMh5v15KkG5E8NpDVE7mTYz,19,A,11,21,7,7,7,11,7,7,10,10,0,0,7,8,3,4,2,3,4,3,,,,,,,,,,,,,,,,
,,33276,wb1596386672vJXzGFWRDBPMh7CTC7OAH5rvEvrllf,19,A,5,15,20,0,5,11,14,0,2,4,6,0,2,5,10,0,5,6,4,0,,,,,,,,,,,,,,,,
,,33250,wb1596278038GI4RL3e2XWUBlHblH1kGpoZFdJycg2,19,A,12,24,7,4,9,14,7,4,10,10,0,0,7,8,4,3,5,6,3,1,,,,,,,,,,,,,,,,
,,32522,wb1591695137uVoVcwHU0C9KH1egRDmTe0qVquc0Hd,19,A,13,24,5,6,12,16,4,5,8,8,1,1,10,10,1,4,5,6,3,1,,,,,,,,,,,,,,,,
,,33201,wb15960288712UTa5ZAEQ0nhFwDyChp24E9Btu17CH,19,A,4,9,7,19,0,2,6,17,7,7,1,2,2,2,1,12,0,0,5,5,,,,,,,,,,,,,,,,
,,32983,wb15943138832N2Bm7M5N1QNwYB4Uyi0Xp8Kls3lwx,19,A,13,26,8,1,12,17,7,1,9,9,1,0,7,9,5,1,7,8,2,0,,,,,,,,,,,,,,,,
,,33735,wb1594843253BXJICuoDGJOCX2cOruwbSeqYlK8JKf,19,A,7,16,9,10,5,8,7,10,7,8,2,0,3,5,6,4,3,3,1,6,,,,,,,,,,,,,,,,
,,33142,wb1595594404CEB7g3AtPflyL93qaRGNaldAHFBtUh,19,A,18,33,2,0,18,23,2,0,10,10,0,0,12,13,2,0,10,10,0,0,,,,,,,,,,,,,,,,
