ijkID	vragenReeks	vraag1	vraag2	vraag3	vraag4	vraag5	vraag6	vraag7	vraag8	vraag9	vraag10	vraag11	vraag12	vraag13	vraag14	vraag15	vraag16	vraag17	vraag18	vraag19	vraag20	vraag21	vraag22	vraag23	vraag24	vraag25	vraag26	vraag27	vraag28	vraag29	vraag30	vraag31	vraag32	vraag33	vraag34	vraag35
33322	1	C	B	A	B	D	B	D	B	D	C	A	B	B	B	A	C	D	C	A	D	D	D	C	B	B	C	B	C	A	D	A	C	B	B	B
33286	1	C	B	A	B	B	B	D	B	D	C	A	A	A	B	A	B	A	C	A	D	C	A	X	B	B	C	B	C	D	D	A	C	B	B	D
33419	1	C	B	A	B	D	B	D	B	C	C	B	B	B	D	B	C	A	C	A	B	B	D	C	B	A	C	A	C	A	A	B	C	B	B	B
32488	1	C	B	A	B	D	B	C	B	D	C	A	B	A	B	A	C	X	C	A	D	D	D	C	B	X	C	A	D	A	X	A	C	C	B	B
32443	1	C	B	A	B	D	B	D	B	D	C	A	B	A	D	A	C	D	C	C	D	D	C	D	B	B	C	C	C	A	A	B	B	B	A	B
33162	1	D	A	A	B	B	B	C	B	D	D	B	C	C	B	C	B	B	D	C	C	C	A	A	B	D	C	B	A	A	C	B	D	C	C	D
33273	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	D	C	B	B	C	B	C	A	D	A	C	A	B	B
32439	1	C	B	A	X	B	B	C	X	D	C	A	X	X	B	A	C	A	B	C	C	C	C	B	B	X	B	B	B	A	C	A	C	C	B	B
32943	1	C	X	A	B	D	B	X	B	B	C	A	X	A	B	A	X	D	C	A	D	X	X	X	B	X	C	B	C	A	D	A	C	C	B	D
32380	1	C	B	A	B	D	B	D	B	D	C	A	B	A	B	A	C	D	C	A	D	D	D	C	B	B	C	B	C	A	D	B	C	B	C	B
33198	1	C	B	A	A	D	B	D	B	D	C	A	X	A	A	A	C	D	C	A	X	X	D	X	B	B	C	B	C	A	D	A	C	B	B	B
32186	1	C	B	A	B	D	B	D	B	D	C	A	A	C	B	A	C	C	C	A	D	D	D	X	B	B	C	B	C	A	D	A	D	B	B	D
33508	1	C	B	A	B	D	X	D	B	D	C	A	B	X	B	A	C	X	C	A	D	D	X	X	B	B	C	B	C	A	X	X	C	B	B	B
32785	1	C	B	A	B	D	B	D	B	D	C	A	B	D	B	A	C	A	C	A	D	D	D	A	B	B	C	B	C	A	D	A	C	B	B	B
