feedbackCode	vragenReeks	geslaagd	totaalJuist	totaalFout	totaalBlanco	totaalScore	totaalGroep	totaal_geen_correctieJuist	totaal_geen_correctieFout	totaal_geen_correctieBlanco	totaal_geen_correctieScore	totaal_geen_correctieGroep	wiskundeJuist	wiskundeFout	wiskundeBlanco	wiskundeScore	wiskundeGroep	wiskunde_geen_correctieJuist	wiskunde_geen_correctieFout	wiskunde_geen_correctieBlanco	wiskunde_geen_correctieScore	wiskunde_geen_correctieGroep	fysicaJuist	fysicaFout	fysicaBlanco	fysicaScore	fysicaGroep	fysica_geen_correctieJuist	fysica_geen_correctieFout	fysica_geen_correctieBlanco	fysica_geen_correctieScore	fysica_geen_correctieGroep	chemieJuist	chemieFout	chemieBlanco	chemieScore	chemieGroep	chemie_geen_correctieJuist	chemie_geen_correctieFout	chemie_geen_correctieBlanco	chemie_geen_correctieScore	chemie_geen_correctieGroep	verwerkingsstrategieenScore	stuurloosleergedragScore	zelfcontroleScore	uitstelScore	nieuwsgierigheidScore	testangstScore	emotionelecontroleScore	samenwerkingScore	extraversieScore
17dw93704	1	0	10	12	5	4	<5	10	14	6	4	<5	2	4	3	1	<3	2	5	3	0	<3	4	4	1	3	3-4	4	4	2	3	3-4	4	4	1	3	3-4	4	5	1	2	<3	17	7	14	4	13	6	17	15	14
17dw84118	1	0	16	10	1	9	5-9	16	12	2	8	5-9	8	1	0	9	>=5	8	2	0	7	>=5	3	5	1	1	<3	3	6	1	1	<3	5	4	0	4	3-4	5	4	1	4	3-4	12	6	9	9	14	12	9	12	12
17dw52661	1	0	11	8	8	6	5-9	12	10	8	6	5-9	3	3	3	2	<3	4	3	3	3	3-4	3	3	3	2	<3	3	4	3	2	<3	5	2	2	5	>=5	5	3	2	4	3-4	15	8	12	8	14	8	14	9	12
17dw47092	1	0	9	14	4	3	<5	10	15	5	3	<5	1	5	3	0	<3	2	5	3	0	<3	4	4	1	3	3-4	4	4	2	3	3-4	4	5	0	3	3-4	4	6	0	2	<3	17	7	13	5	12	9	15	11	10
17dw79633	1	0	8	9	10	4	<5	9	11	10	4	<5	4	1	4	4	3-4	4	2	4	3	3-4	1	4	4	0	<3	1	5	4	0	<3	3	4	2	2	<3	4	4	2	3	3-4	17	13	16	6	15	8	15	16	14
17dw45642	1	1	22	5	0	15	>=10	23	7	0	14	>=10	8	1	0	9	>=5	8	2	0	7	>=5	5	4	0	4	3-4	5	5	0	3	3-4	9	0	0	10	>=5	10	0	0	10	>=5	17	6	15	4	16	7	17	16	15
17dw42917	1	1	18	9	0	11	>=10	18	12	0	9	5-9	5	4	0	4	3-4	5	5	0	3	3-4	6	3	0	6	>=5	6	4	0	5	>=5	7	2	0	7	>=5	7	3	0	6	>=5	11	16	9	11	15	9	17	12	13
17dw83917	1	1	19	8	0	12	>=10	20	10	0	11	>=10	7	2	0	7	>=5	7	3	0	6	>=5	5	4	0	4	3-4	6	4	0	5	>=5	7	2	0	7	>=5	7	3	0	6	>=5	17	8	14	6	11	13	8	11	10
17dw84786	1	0	11	5	11	7	5-9	11	6	13	6	5-9	4	2	3	4	3-4	4	2	4	3	3-4	2	1	6	2	<3	2	1	7	2	<3	5	2	2	5	>=5	5	3	2	4	3-4	17	7	14	4	14	10	11	8	15
17dw92516	1	1	25	1	1	18	>=10	26	2	2	17	>=10	9	0	0	10	>=5	9	1	0	9	>=5	9	0	0	10	>=5	10	0	0	10	>=5	7	1	1	7	>=5	7	1	2	7	>=5	17	7	18	4	17	9	10	9	11
17dw77393	1	1	21	6	0	14	>=10	24	6	0	15	>=10	8	1	0	9	>=5	9	1	0	9	>=5	7	2	0	7	>=5	8	2	0	7	>=5	6	3	0	6	>=5	7	3	0	6	>=5	16	7	15	4	12	8	13	15	12
17dw88780	1	0	9	12	6	4	<5	9	13	8	3	<5	3	3	3	2	<3	3	3	4	2	<3	2	5	2	0	<3	2	5	3	0	<3	4	4	1	3	3-4	4	5	1	2	<3	14	8	10	6	13	11	15	11	12
17dw19183	1	0	12	12	3	6	5-9	14	12	4	7	5-9	3	5	1	1	<3	4	5	1	2	<3	2	5	2	0	<3	2	5	3	0	<3	7	2	0	7	>=5	8	2	0	7	>=5	18	7	17	5	16	11	15	11	15
17dw68717	1	0	6	9	12	2	<5	6	10	14	2	<5	2	3	4	1	<3	2	4	4	1	<3	3	2	4	3	3-4	3	2	5	2	<3	1	4	4	0	<3	1	4	5	0	<3	16	7	12	6	13	6	14	13	14
17dw60079	1	0	6	21	0	0	<5	6	24	0	0	<5	2	7	0	0	<3	2	8	0	0	<3	3	6	0	1	<3	3	7	0	1	<3	1	8	0	0	<3	1	9	0	0	<3	17	6	17	5	15	9	15	11	15
17dw37457	1	0	12	2	13	8	5-9	13	3	14	8	5-9	6	0	3	7	>=5	7	0	3	7	>=5	2	0	7	2	<3	2	0	8	2	<3	4	2	3	4	3-4	4	3	3	3	3-4	13	11	8	11	14	12	13	11	11
17dw15810	1	1	16	3	8	11	>=10	16	5	9	10	>=10	3	1	5	3	3-4	3	2	5	2	<3	6	2	1	6	>=5	6	3	1	5	>=5	7	0	2	8	>=5	7	0	3	7	>=5	18	4	16	4	12	8	15	12	13
17dw83105	1	0	13	14	0	6	5-9	14	16	0	6	5-9	2	7	0	0	<3	3	7	0	1	<3	6	3	0	6	>=5	6	4	0	5	>=5	5	4	0	4	3-4	5	5	0	3	3-4	16	9	15	5	14	11	15	18	16
17dw60371	1	0	12	9	6	7	5-9	13	11	6	6	5-9	7	0	2	8	>=5	8	0	2	8	>=5	2	5	2	0	<3	2	6	2	0	<3	3	4	2	2	<3	3	5	2	1	<3	12	7	13	4	9	6	17	11	16
17dw80687	1	0	15	7	5	9	5-9	17	8	5	10	>=10	4	1	4	4	3-4	5	1	4	5	>=5	5	4	0	4	3-4	6	4	0	5	>=5	6	2	1	6	>=5	6	3	1	5	>=5	14	8	13	8	14	11	11	13	12
17dw21176	1	0	11	13	3	5	5-9	11	15	4	4	<5	3	5	1	1	<3	3	6	1	1	<3	2	5	2	0	<3	2	5	3	0	<3	6	3	0	6	>=5	6	4	0	5	>=5	16	8	13	6	15	9	15	13	15
17dw31931	1	0	15	7	5	9	5-9	16	8	6	9	5-9	8	0	1	9	>=5	9	0	1	9	>=5	4	5	0	3	3-4	4	6	0	2	<3	3	2	4	3	3-4	3	2	5	2	<3	16	6	13	6	16	10	14	14	17
17dw95152	1	0	12	9	6	7	5-9	12	12	6	5	5-9	3	1	5	3	3-4	3	2	5	2	<3	5	3	1	4	3-4	5	4	1	4	3-4	4	5	0	3	3-4	4	6	0	2	<3	18	3	17	5	17	6	17	14	17
17dw34510	1	0	10	15	2	4	<5	12	16	2	4	<5	2	5	2	0	<3	2	6	2	0	<3	3	6	0	1	<3	4	6	0	2	<3	5	4	0	4	3-4	6	4	0	5	>=5	16	10	15	5	16	10	15	14	13
17dw25916	1	1	17	6	4	11	>=10	18	8	4	10	>=10	7	0	2	8	>=5	8	0	2	8	>=5	7	1	1	7	>=5	7	2	1	6	>=5	3	5	1	1	<3	3	6	1	1	<3	17	7	14	7	13	11	14	9	11
17dw39124	1	1	20	6	1	13	>=10	22	7	1	13	>=10	6	2	1	6	>=5	7	2	1	6	>=5	6	3	0	6	>=5	6	4	0	5	>=5	8	1	0	9	>=5	9	1	0	9	>=5	16	9	15	6	16	12	12	14	15
17dw89536	1	1	19	5	3	13	>=10	20	7	3	12	>=10	6	1	2	6	>=5	7	1	2	7	>=5	6	2	1	6	>=5	6	3	1	5	>=5	7	2	0	7	>=5	7	3	0	6	>=5	14	7	13	8	15	9	14	13	14
17dw79226	1	0	12	8	7	7	5-9	13	10	7	6	5-9	4	3	2	3	3-4	4	4	2	3	3-4	4	4	1	3	3-4	4	5	1	2	<3	4	1	4	4	3-4	5	1	4	5	>=5	15	5	12	8	12	9	12	17	16
17dw59052	1	1	16	6	5	10	>=10	17	7	6	10	>=10	6	1	2	6	>=5	6	2	2	5	>=5	5	3	1	4	3-4	5	3	2	4	3-4	5	2	2	5	>=5	6	2	2	5	>=5	17	8	19	4	11	7	17	13	16
17dw17426	1	1	24	2	1	17	>=10	25	4	1	16	>=10	8	0	1	9	>=5	9	0	1	9	>=5	7	2	0	7	>=5	7	3	0	6	>=5	9	0	0	10	>=5	9	1	0	9	>=5	16	8	13	6	15	11	15	11	12
17dw23407	1	0	13	7	7	8	5-9	13	8	9	7	5-9	5	1	3	5	>=5	5	1	4	5	>=5	5	2	2	5	>=5	5	2	3	4	3-4	3	4	2	2	<3	3	5	2	1	<3	16	6	16	5	15	8	15	16	13
17dw28258	1	0	14	7	6	9	5-9	15	9	6	8	5-9	7	0	2	8	>=5	8	0	2	8	>=5	3	3	3	2	<3	3	4	3	2	<3	4	4	1	3	3-4	4	5	1	2	<3	0	0	0	0	0	0	0	0	0
17dw65953	1	1	24	1	2	18	>=10	25	3	2	16	>=10	7	0	2	8	>=5	7	1	2	7	>=5	8	1	0	9	>=5	9	1	0	9	>=5	9	0	0	10	>=5	9	1	0	9	>=5	18	6	17	5	16	13	9	15	16
17dw75833	1	0	14	10	3	8	5-9	15	11	4	8	5-9	6	2	1	6	>=5	6	3	1	5	>=5	4	4	1	3	3-4	4	4	2	3	3-4	4	4	1	3	3-4	5	4	1	4	3-4	15	10	14	8	14	10	13	9	14
17dw34263	1	1	20	7	0	13	>=10	21	9	0	12	>=10	8	1	0	9	>=5	9	1	0	9	>=5	6	3	0	6	>=5	6	4	0	5	>=5	6	3	0	6	>=5	6	4	0	5	>=5	18	12	10	6	12	10	12	18	14
17dw30740	1	0	11	9	7	6	5-9	11	12	7	5	5-9	2	2	5	1	<3	2	3	5	1	<3	3	5	1	1	<3	3	6	1	1	<3	6	2	1	6	>=5	6	3	1	5	>=5	19	5	19	4	15	7	17	16	16
17dw19193	1	0	12	7	8	7	5-9	13	9	8	7	5-9	0	4	5	0	<3	1	4	5	0	<3	5	2	2	5	>=5	5	3	2	4	3-4	7	1	1	7	>=5	7	2	1	6	>=5	16	5	16	4	14	10	14	13	15
17dw54958	1	1	20	1	6	15	>=10	22	1	7	14	>=10	8	0	1	9	>=5	9	0	1	9	>=5	5	1	3	5	>=5	5	1	4	5	>=5	7	0	2	8	>=5	8	0	2	8	>=5	17	8	16	6	14	8	13	5	12
17dw26745	1	0	11	5	11	7	5-9	12	5	13	7	5-9	3	2	4	3	3-4	3	2	5	2	<3	6	0	3	7	>=5	6	0	4	6	>=5	2	3	4	1	<3	3	3	4	2	<3	14	11	14	8	17	11	15	13	14
17dw16621	1	1	21	5	1	14	>=10	22	7	1	13	>=10	8	1	0	9	>=5	8	2	0	7	>=5	7	2	0	7	>=5	7	3	0	6	>=5	6	2	1	6	>=5	7	2	1	6	>=5	17	8	14	4	15	10	15	14	13
17dw57103	1	0	13	6	8	8	5-9	13	7	10	7	5-9	2	2	5	1	<3	2	2	6	1	<3	6	1	2	6	>=5	6	1	3	6	>=5	5	3	1	4	3-4	5	4	1	4	3-4	13	8	12	8	12	12	11	11	13
