Alle Studenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naam,Voornaam,nummer,ijkID,ijkingstoetssessie,FeedbackGroep,TOTAAL,juist,fout,blanco,scoreA,juistA,foutA,blancoA,scoreB,juistB,foutB,blancoB,scoreC,juistC,foutC,blancoC,scoreD,juistD,foutD,blancoD,scoreE,juistE,foutE,blancoE,scoreF,juistF,foutF,blancoF,scoreG,juistG,foutG,blancoG,scoreH,juistH,foutH,blancoH
,,30016,17dwGRGE01130016,17,B,7,12,9,6,6,12,11,7,5,5,1,3,4,5,2,3,2,3,4,2,2,3,4,3,3,4,4,1,2,4,5,1,,,,
,,30122,17dwGRG300930122,17,B,8,15,12,0,7,15,15,0,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,9,8,1,0,7,8,2,0,,,,
,,30414,17dwGRG801530414,17,B,6,13,14,0,6,14,16,0,1,3,6,0,1,3,7,0,6,6,3,0,5,6,4,0,3,4,5,0,3,5,5,0,,,,
,,30071,17dwGRG201230071,17,C,2,7,14,6,1,7,17,6,0,1,4,4,0,1,5,4,1,3,5,1,1,3,6,1,1,3,5,1,1,3,6,1,,,,
,,30310,17dwGRG602030310,17,B,9,15,7,5,8,15,10,5,6,6,1,2,5,6,2,2,0,2,5,2,0,2,6,2,7,7,1,1,6,7,2,1,,,,
,,30105,17dwGRG300230105,17,A,10,15,4,8,10,16,4,10,3,3,1,5,4,4,1,5,5,5,2,2,4,5,2,3,7,7,1,1,7,7,1,2,,,,
,,30396,17dwGRG800330396,17,C,0,3,20,4,0,3,22,5,0,1,6,2,0,1,7,2,0,2,6,1,0,2,6,2,0,0,8,1,0,0,9,1,,,,
,,30293,17dwGRG600830293,17,A,13,19,5,3,12,20,7,3,7,6,0,3,6,6,1,3,6,6,3,0,5,6,4,0,7,7,2,0,7,8,2,0,,,,
,,30238,17dwGRG500730238,17,A,11,16,5,6,10,17,7,6,5,5,1,3,6,6,1,3,3,4,3,2,3,4,4,2,7,7,1,1,6,7,2,1,,,,
,,30064,17dwGRG200830064,17,A,16,22,3,2,14,22,4,4,7,7,1,1,7,7,1,2,6,6,2,1,5,6,2,2,10,9,0,0,9,9,1,0,,,,
,,30378,17dwGRG702230378,17,B,9,15,9,3,9,17,10,3,8,7,0,2,8,8,0,2,1,3,5,1,1,3,6,1,4,5,4,0,5,6,4,0,,,,
,,30130,17dwGRG301230130,17,C,4,10,13,4,3,10,16,4,0,1,6,2,0,1,7,2,5,5,2,2,4,5,3,2,3,4,5,0,2,4,6,0,,,,
,,30195,17dwGRG401230195,17,B,6,12,11,4,6,13,12,5,3,4,4,1,4,5,4,1,3,4,4,1,2,4,5,1,3,4,3,2,3,4,3,3,,,,
,,30003,17dwGRGE00330003,17,B,6,13,14,0,6,14,16,0,1,3,6,0,1,3,7,0,1,3,6,0,1,3,7,0,7,7,2,0,7,8,2,0,,,,
,,30235,17dwGRG500430235,17,B,8,14,8,5,8,15,9,6,3,3,2,4,3,4,2,4,4,5,4,0,4,5,4,1,6,6,2,1,5,6,3,1,,,,
,,30180,17dwGRG400330180,17,B,8,13,7,7,8,14,8,8,3,3,1,5,4,4,1,5,2,3,4,2,1,3,5,2,7,7,2,0,6,7,2,1,,,,
,,30092,17dwGRG202630092,17,B,8,15,12,0,8,16,14,0,4,5,4,0,3,5,5,0,3,4,5,0,2,4,6,0,6,6,3,0,6,7,3,0,,,,
,,30010,17dwGRGE00730010,17,B,8,14,10,3,6,14,13,3,4,5,3,1,4,5,4,1,3,4,4,1,2,4,5,1,4,5,3,1,4,5,4,1,,,,
,,30467,17dwGRG902030467,17,A,11,17,5,5,10,17,7,6,5,5,2,2,4,5,3,2,7,7,1,1,6,7,2,1,5,5,2,2,4,5,2,3,,,,
,,30418,17dwGRG801830418,17,A,16,22,3,2,13,22,6,2,8,7,0,2,7,7,1,2,9,8,1,0,7,8,2,0,7,7,2,0,6,7,3,0,,,,
,,30387,17dwGRG702830387,17,B,5,12,14,1,5,13,16,1,3,4,4,1,4,5,4,1,3,4,5,0,2,4,6,0,3,4,5,0,2,4,6,0,,,,
,,30413,17dwGRG801430413,17,B,9,14,7,6,8,15,9,6,6,6,2,1,6,7,2,1,2,3,3,3,2,3,4,3,5,5,2,2,4,5,3,2,,,,
,,30242,17dwGRG500930242,17,A,10,17,10,0,9,18,12,0,4,5,4,0,5,6,4,0,4,5,4,0,3,5,5,0,7,7,2,0,6,7,3,0,,,,
,,30464,17dwGRG901730464,17,A,12,17,4,6,11,18,6,6,2,3,3,3,2,3,4,3,5,5,1,3,4,5,2,3,10,9,0,0,10,10,0,0,,,,
,,30084,17dwGRG202030084,17,A,11,17,6,4,10,18,8,4,4,4,1,4,5,5,1,4,6,6,3,0,5,6,4,0,7,7,2,0,6,7,3,0,,,,
,,30266,17dwGRG502330266,17,B,5,10,8,9,5,11,9,10,0,0,2,7,0,0,2,8,6,6,2,1,5,6,3,1,3,4,4,1,4,5,4,1,,,,
,,30187,17dwGRG400830187,17,B,5,12,15,0,6,14,16,0,1,3,6,0,1,3,7,0,0,2,7,0,1,3,7,0,7,7,2,0,7,8,2,0,,,,
,,30072,17dwGRG201330072,17,B,7,13,11,3,6,13,13,4,3,4,3,2,3,4,4,2,0,2,7,0,0,2,8,0,7,7,1,1,7,7,1,2,,,,
,,30140,17dwGRG301730140,17,C,3,10,16,1,4,11,17,2,1,3,5,1,1,3,6,1,0,2,7,0,0,2,7,1,4,5,4,0,5,6,4,0,,,,
,,30319,17dwGRG602630319,17,A,14,20,3,4,14,22,4,4,8,7,0,2,8,8,0,2,6,6,3,0,6,7,3,0,8,7,0,2,7,7,1,2,,,,
,,30451,17dwGRG901030451,17,B,6,12,12,3,7,14,12,4,2,3,4,2,2,3,4,3,4,5,4,0,5,6,4,0,3,4,4,1,4,5,4,1,,,,
,,30376,17dwGRG702130376,17,A,12,18,6,3,10,18,9,3,8,7,0,2,7,7,1,2,3,4,4,1,2,4,5,1,7,7,2,0,6,7,3,0,,,,
,,30169,17dwGRG302830169,17,A,10,16,7,4,8,16,10,4,2,3,3,3,2,3,4,3,4,5,4,0,3,5,5,0,9,8,0,1,8,8,1,1,,,,
,,30412,17dwGRG801330412,17,C,4,10,12,5,4,10,13,7,0,1,7,1,0,1,8,1,3,4,3,2,3,4,3,3,5,5,2,2,4,5,2,3,,,,
,,30075,17dwGRG201430075,17,B,9,15,8,4,8,16,10,4,3,3,2,4,3,4,2,4,3,4,5,0,2,4,6,0,9,8,1,0,7,8,2,0,,,,
,,30392,17dwGRG703230392,17,C,3,10,17,0,2,10,20,0,4,5,4,0,3,5,5,0,1,3,6,0,1,3,7,0,0,2,7,0,0,2,8,0,,,,
,,30054,17dwGRG200430054,17,B,9,15,10,2,8,16,11,3,5,5,2,2,5,6,2,2,6,6,3,0,5,6,3,1,3,4,5,0,2,4,6,0,,,,
,,30386,17dwGRG702730386,17,B,9,14,6,7,8,14,8,8,1,2,3,4,1,2,3,5,4,5,3,1,4,5,4,1,8,7,0,2,7,7,1,2,,,,
,,30213,17dwGRG402830213,17,C,4,9,10,8,4,10,12,8,3,3,2,4,2,3,3,4,2,3,4,2,1,3,5,2,2,3,4,2,3,4,4,2,,,,
,,30139,17dwGRG301630139,17,A,12,19,8,0,10,19,11,0,6,6,3,0,5,6,4,0,7,7,2,0,6,7,3,0,6,6,3,0,5,6,4,0,,,,
,,30175,17dwGRG303130175,17,B,5,10,10,7,5,11,10,9,0,1,4,4,0,1,4,5,2,3,3,3,2,3,3,4,6,6,3,0,6,7,3,0,,,,
,,30088,17dwGRG202230088,17,B,9,14,6,7,8,14,8,8,4,4,0,5,4,4,0,6,3,4,4,1,2,4,5,1,6,6,2,1,5,6,3,1,,,,
,,30258,17dwGRG501830258,17,A,14,20,5,2,12,21,7,2,7,7,1,1,6,7,2,1,4,5,3,1,4,5,4,1,9,8,1,0,9,9,1,0,,,,
,,30037,17dwGRGE02530037,17,B,9,15,10,2,9,17,11,2,6,6,2,1,6,7,2,1,3,4,5,0,2,4,6,0,4,5,3,1,5,6,3,1,,,,
,,30173,17dwGRG303030173,17,C,4,10,13,4,3,10,15,5,1,2,4,3,0,2,5,3,6,6,3,0,5,6,3,1,0,2,6,1,0,2,7,1,,,,
,,30369,17dwGRG701630369,17,C,0,7,20,0,0,8,22,0,0,2,7,0,1,3,7,0,0,1,8,0,0,1,9,0,3,4,5,0,2,4,6,0,,,,
,,30044,17dwGRGE02930044,17,A,10,15,5,7,9,15,6,9,6,5,0,4,5,5,0,5,1,3,5,1,1,3,5,2,8,7,0,2,7,7,1,2,,,,
,,30012,17dwGRGE00930012,17,B,7,13,9,5,9,16,9,5,6,6,1,2,7,7,1,2,2,3,3,3,3,4,3,3,3,4,5,0,3,5,5,0,,,,
,,30103,17dwGRG203230103,17,C,4,10,12,5,4,10,14,6,1,2,4,3,0,2,5,3,3,4,4,1,3,4,4,2,3,4,4,1,2,4,5,1,,,,
,,30097,17dwGRG202930097,17,B,9,16,10,1,8,16,12,2,9,8,1,0,7,8,2,0,1,3,5,1,1,3,6,1,4,5,4,0,4,5,4,1,,,,
,,30390,17dwGRG703030390,17,B,6,11,8,8,6,12,10,8,2,3,3,3,3,4,3,3,2,3,3,3,2,3,4,3,5,5,2,2,4,5,3,2,,,,
,,30182,17dwGRG400530182,17,C,3,9,14,4,3,10,15,5,0,1,5,3,0,2,5,3,3,4,4,1,3,4,4,2,3,4,5,0,2,4,6,0,,,,
,,30095,17dwGRG202730095,17,C,4,8,9,10,4,9,11,10,4,4,1,4,3,4,2,4,0,1,4,4,0,1,5,4,2,3,4,2,3,4,4,2,,,,
,,30160,17dwGRG302530160,17,A,15,22,5,0,14,23,7,0,9,8,1,0,7,8,2,0,4,5,4,0,3,5,5,0,10,9,0,0,10,10,0,0,,,,
,,30029,17dwGRGE01830029,17,A,11,18,9,0,9,18,12,0,4,5,4,0,3,5,5,0,6,6,3,0,5,6,4,0,7,7,2,0,6,7,3,0,,,,
,,30468,17dwGRG902130468,17,A,12,19,8,0,11,20,10,0,7,7,2,0,6,7,3,0,4,5,4,0,5,6,4,0,7,7,2,0,6,7,3,0,,,,
,,30262,17dwGRG502030262,17,B,7,11,5,11,6,11,6,13,4,4,2,3,3,4,2,4,2,2,1,6,2,2,1,7,5,5,2,2,4,5,3,2,,,,
,,30429,17dwGRG802730429,17,A,18,25,1,1,17,26,2,2,10,9,0,0,9,9,1,0,10,9,0,0,10,10,0,0,7,7,1,1,7,7,1,2,,,,
,,30179,17dwGRG400230179,17,A,14,21,6,0,15,24,6,0,9,8,1,0,9,9,1,0,7,7,2,0,7,8,2,0,6,6,3,0,6,7,3,0,,,,
,,30362,17dwGRG701130362,17,C,4,9,12,6,3,9,13,8,2,3,3,3,2,3,3,4,0,2,5,2,0,2,5,3,3,4,4,1,2,4,5,1,,,,
,,30304,17dwGRG601730304,17,B,6,12,12,3,7,14,12,4,1,3,5,1,2,4,5,1,0,2,5,2,0,2,5,3,7,7,2,0,7,8,2,0,,,,
,,30087,17dwGRG202130087,17,C,2,6,9,12,2,6,10,14,1,2,3,4,1,2,4,4,3,3,2,4,2,3,2,5,0,1,4,4,0,1,4,5,,,,
,,30102,17dwGRG203130102,17,C,0,6,21,0,0,6,24,0,0,2,7,0,0,2,8,0,1,3,6,0,1,3,7,0,0,1,8,0,0,1,9,0,,,,
,,30397,17dwGRG800430397,17,B,8,12,2,13,8,13,3,14,7,6,0,3,7,7,0,3,2,2,0,7,2,2,0,8,4,4,2,3,3,4,3,3,,,,
,,30042,17dwGRGE02830042,17,A,11,16,3,8,10,16,5,9,3,3,1,5,2,3,2,5,6,6,2,1,5,6,3,1,8,7,0,2,7,7,0,3,,,,
,,30300,17dwGRG601430300,17,B,6,13,14,0,6,14,16,0,0,2,7,0,1,3,7,0,6,6,3,0,5,6,4,0,4,5,4,0,3,5,5,0,,,,
,,30415,17dwGRG801630415,17,B,7,12,9,6,6,13,11,6,8,7,0,2,8,8,0,2,0,2,5,2,0,2,6,2,2,3,4,2,1,3,5,2,,,,
,,30194,17dwGRG401130194,17,B,9,15,7,5,10,17,8,5,4,4,1,4,5,5,1,4,4,5,4,0,5,6,4,0,6,6,2,1,5,6,3,1,,,,
,,30428,17dwGRG802630428,17,B,5,11,13,3,4,11,15,4,1,3,5,1,1,3,6,1,0,2,5,2,0,2,5,3,6,6,3,0,5,6,4,0,,,,
,,30393,17dwGRG800130393,17,B,9,15,7,5,9,16,8,6,9,8,0,1,9,9,0,1,3,4,5,0,2,4,6,0,3,3,2,4,2,3,2,5,,,,
,,30403,17dwGRG801030403,17,B,7,12,9,6,5,12,12,6,3,3,1,5,2,3,2,5,4,5,3,1,4,5,4,1,3,4,5,0,2,4,6,0,,,,
,,30203,17dwGRG401930203,17,C,4,10,15,2,4,12,16,2,0,2,5,2,0,2,6,2,1,3,6,0,2,4,6,0,4,5,4,0,5,6,4,0,,,,
,,30388,17dwGRG702930388,17,A,11,17,6,4,10,18,8,4,8,7,0,2,8,8,0,2,7,7,1,1,6,7,2,1,1,3,5,1,1,3,6,1,,,,
,,30210,17dwGRG402530210,17,A,13,20,6,1,13,22,7,1,6,6,2,1,6,7,2,1,6,6,3,0,5,6,4,0,9,8,1,0,9,9,1,0,,,,
,,30278,17dwGRG503230278,17,A,13,19,5,3,12,20,7,3,6,6,1,2,7,7,1,2,6,6,2,1,5,6,3,1,7,7,2,0,6,7,3,0,,,,
,,30425,17dwGRG802430425,17,B,7,12,8,7,6,13,10,7,3,4,3,2,3,4,4,2,3,4,4,1,2,4,5,1,4,4,1,4,5,5,1,4,,,,
,,30280,17dwGRG600130280,17,A,10,16,6,5,10,17,7,6,6,6,1,2,5,6,2,2,4,5,3,1,4,5,3,2,5,5,2,2,5,6,2,2,,,,
,,30328,17dwGRG602930328,17,A,17,24,2,1,16,25,4,1,9,8,0,1,9,9,0,1,7,7,2,0,6,7,3,0,10,9,0,0,9,9,1,0,,,,
,,30121,17dwGRG300830121,17,B,8,13,7,7,7,13,8,9,5,5,1,3,5,5,1,4,5,5,2,2,4,5,2,3,2,3,4,2,1,3,5,2,,,,
,,30402,17dwGRG800930402,17,B,9,14,7,6,8,15,9,6,8,7,0,2,8,8,0,2,2,3,3,3,2,3,4,3,3,4,4,1,2,4,5,1,,,,
,,30199,17dwGRG401530199,17,A,18,24,1,2,16,25,3,2,8,7,0,2,7,7,1,2,9,8,1,0,9,9,1,0,10,9,0,0,9,9,1,0,,,,
,,30354,17dwGRG700830354,17,B,8,14,10,3,8,15,11,4,6,6,2,1,5,6,3,1,3,4,4,1,3,4,4,2,3,4,4,1,4,5,4,1,,,,
,,30466,17dwGRG901930466,17,A,13,20,7,0,12,21,9,0,9,8,1,0,9,9,1,0,6,6,3,0,5,6,4,0,6,6,3,0,5,6,4,0,,,,
,,30017,17dwGRGE01230017,17,B,6,11,9,7,5,11,12,7,1,2,2,5,1,2,3,5,1,3,5,1,1,3,6,1,6,6,2,1,5,6,3,1,,,,
,,30424,17dwGRG802330424,17,B,7,12,7,8,7,13,9,8,0,0,4,5,0,1,4,5,5,5,2,2,4,5,3,2,7,7,1,1,6,7,2,1,,,,
,,30373,17dwGRG701930373,17,A,15,20,1,6,14,22,1,7,9,8,0,1,9,9,0,1,5,5,1,3,5,5,1,4,8,7,0,2,8,8,0,2,,,,
,,30288,17dwGRG600530288,17,B,7,11,5,11,7,12,5,13,3,3,2,4,2,3,2,5,7,6,0,3,6,6,0,4,1,2,3,4,2,3,3,4,,,,
,,30423,17dwGRG802230423,17,A,14,21,5,1,13,22,7,1,9,8,1,0,7,8,2,0,7,7,2,0,6,7,3,0,6,6,2,1,6,7,2,1,,,,
,,30420,17dwGRG802030420,17,B,8,13,6,8,7,13,7,10,1,2,2,5,1,2,2,6,6,6,1,2,6,6,1,3,4,5,3,1,4,5,4,1,,,,
