Alle Studenten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naam,Voornaam,nummer,ijkID,ijkingstoetssessie,FeedbackGroep,TOTAAL,juist,fout,blanco,scoreA,juistA,foutA,blancoA,scoreB,juistB,foutB,blancoB,scoreC,juistC,foutC,blancoC,scoreD,juistD,foutD,blancoD,scoreE,juistE,foutE,blancoE,scoreF,juistF,foutF,blancoF,scoreG,juistG,foutG,blancoG,scoreH,juistH,foutH,blancoH
,,30342,17dwAEEX14730342,17,C,4,10,15,2,4,11,17,2,0,2,6,1,1,3,6,1,4,5,3,1,4,5,4,1,1,3,6,0,1,3,7,0,,,,
,,30458,17dwAEEX18930458,17,C,0,7,20,0,0,7,23,0,0,1,8,0,0,1,9,0,1,3,6,0,1,3,7,0,1,3,6,0,1,3,7,0,,,,
,,30427,17dwAEEX17830427,17,C,1,6,13,8,2,7,14,9,0,0,6,3,0,0,7,3,6,6,2,1,5,6,2,2,0,0,5,4,0,1,5,4,,,,
,,30329,17dwAEEX14030329,17,B,9,16,11,0,9,18,12,0,4,5,4,0,5,6,4,0,6,6,3,0,5,6,4,0,4,5,4,0,5,6,4,0,,,,
,,30374,17dwAEEX16330374,17,A,12,19,8,0,11,20,10,0,7,7,2,0,7,8,2,0,4,5,4,0,3,5,5,0,7,7,2,0,6,7,3,0,,,,
,,30455,17dwAEEX18830455,17,C,3,9,13,5,4,10,14,6,0,2,5,2,1,3,5,2,3,4,3,2,3,4,3,3,1,3,5,1,1,3,6,1,,,,
,,30356,17dwAEEX15530356,17,B,7,14,12,1,7,15,14,1,6,6,2,1,5,6,3,1,4,5,4,0,3,5,5,0,1,3,6,0,2,4,6,0,,,,
,,30327,17dwAEEX13930327,17,A,13,19,6,2,11,19,9,2,5,5,2,2,4,5,3,2,10,9,0,0,9,9,1,0,4,5,4,0,3,5,5,0,,,,
,,30357,17dwAEEX15630357,17,A,16,22,2,3,15,23,2,5,9,8,0,1,8,8,0,2,5,5,2,2,4,5,2,3,10,9,0,0,10,10,0,0,,,,
,,30196,17dwAEEX08830196,17,C,4,7,6,14,3,7,8,15,3,3,1,5,2,3,2,5,3,3,2,4,2,3,3,4,0,1,3,5,0,1,3,6,,,,
,,30152,17dwAEEX06830152,17,A,13,19,5,3,12,20,7,3,3,4,3,2,4,5,3,2,7,7,2,0,6,7,3,0,9,8,0,1,8,8,1,1,,,,
,,30144,17dwAEEX06230144,17,B,9,14,5,8,9,16,6,8,5,5,1,3,6,6,1,3,1,2,3,4,1,2,4,4,7,7,1,1,8,8,1,1,,,,
,,30163,17dwAEEX07430163,17,B,5,11,11,5,4,11,14,5,1,2,4,3,0,2,5,3,3,4,4,1,2,4,5,1,4,5,3,1,4,5,4,1,,,,
,,30191,17dwAEEX08630191,17,B,5,9,7,11,4,9,10,11,1,2,3,4,1,2,4,4,4,4,1,4,3,4,2,4,2,3,3,3,2,3,4,3,,,,
,,30192,17dwAEEX08730192,17,B,9,14,6,7,7,14,9,7,5,5,2,2,4,5,3,2,3,4,3,2,3,4,4,2,5,5,1,3,4,5,2,3,,,,
,,30218,17dwAEEX09230218,17,A,18,25,2,0,16,26,4,0,10,9,0,0,9,9,1,0,7,7,2,0,6,7,3,0,10,9,0,0,10,10,0,0,,,,
,,30149,17dwAEEX06630149,17,B,7,11,3,13,6,11,4,15,4,4,1,4,3,4,2,4,3,3,1,5,3,3,1,6,4,4,1,4,4,4,1,5,,,,
,,30183,17dwAEEX08230183,17,A,13,20,7,0,12,21,9,0,6,6,3,0,6,7,3,0,6,6,3,0,5,6,4,0,9,8,1,0,7,8,2,0,,,,
,,30136,17dwAEEX05830136,17,C,4,11,16,0,3,11,19,0,1,3,6,0,1,3,7,0,1,3,6,0,1,3,7,0,4,5,4,0,3,5,5,0,,,,
,,30147,17dwAEEX06530147,17,A,12,18,4,5,11,19,6,5,5,5,1,3,6,6,1,3,6,6,1,2,5,6,2,2,7,7,2,0,6,7,3,0,,,,
,,30123,17dwAEEX05030123,17,B,8,14,10,3,7,15,12,3,6,6,3,0,6,7,3,0,4,5,4,0,3,5,5,0,2,3,3,3,2,3,4,3,,,,
,,30155,17dwAEEX07030155,17,A,16,22,3,2,16,25,3,2,7,7,1,1,8,8,1,1,6,6,2,1,6,7,2,1,10,9,0,0,10,10,0,0,,,,
,,30207,17dwAEEX08930207,17,B,9,13,1,13,9,14,1,15,6,5,0,4,6,6,0,4,3,3,1,5,3,3,1,6,6,5,0,4,5,5,0,5,,,,
,,30164,17dwAEEX07530164,17,C,2,7,13,7,1,7,16,7,0,1,5,3,0,1,6,3,1,2,4,3,0,2,5,3,3,4,4,1,2,4,5,1,,,,
,,30125,17dwAEEX05230125,17,C,4,11,16,0,4,12,18,0,3,4,5,0,2,4,6,0,1,3,6,0,1,3,7,0,3,4,5,0,3,5,5,0,,,,
,,30124,17dwAEEX05130124,17,B,9,16,11,0,8,16,14,0,1,3,6,0,1,3,7,0,6,6,3,0,5,6,4,0,7,7,2,0,6,7,3,0,,,,
,,30146,17dwAEEX06430146,17,B,5,10,9,8,4,10,12,8,2,3,4,2,1,3,5,2,3,4,4,1,2,4,5,1,3,3,1,5,2,3,2,5,,,,
,,30223,17dwAEEX09630223,17,C,4,8,9,10,4,9,10,11,0,1,3,5,0,1,4,5,2,3,4,2,2,3,4,3,4,4,2,3,4,5,2,3,,,,
,,30127,17dwAEEX05330127,17,B,8,15,12,0,8,16,14,0,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,9,8,1,0,9,9,1,0,,,,
,,30143,17dwAEEX06130143,17,B,5,12,15,0,4,12,18,0,6,6,3,0,5,6,4,0,1,3,6,0,1,3,7,0,1,3,6,0,1,3,7,0,,,,
,,30129,17dwAEEX05430129,17,C,4,11,16,0,3,11,19,0,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,3,4,5,0,2,4,6,0,,,,
,,30190,17dwAEEX08530190,17,B,8,13,5,9,7,13,7,10,3,3,1,5,2,3,2,5,5,5,2,2,4,5,2,3,5,5,2,2,4,5,3,2,,,,
,,30222,17dwAEEX09530222,17,C,4,11,16,0,3,11,19,0,1,3,6,0,1,3,7,0,1,3,6,0,1,3,7,0,4,5,4,0,3,5,5,0,,,,
,,30184,17dwAEEX08330184,17,C,0,5,22,0,0,7,23,0,0,0,9,0,0,1,9,0,1,3,6,0,2,4,6,0,0,2,7,0,0,2,8,0,,,,
,,30157,17dwAEEX07130157,17,B,5,11,12,4,5,12,13,5,1,2,4,3,2,3,4,3,1,3,5,1,1,3,5,2,6,6,3,0,5,6,4,0,,,,
,,30161,17dwAEEX07230161,17,C,4,10,12,5,3,10,15,5,3,4,3,2,3,4,4,2,3,4,4,1,2,4,5,1,0,2,5,2,0,2,6,2,,,,
,,30151,17dwAEEX06730151,17,C,1,7,18,2,0,7,21,2,0,1,6,2,0,1,7,2,0,2,7,0,0,2,8,0,3,4,5,0,2,4,6,0,,,,
,,30174,17dwAEEX08030174,17,C,2,9,18,0,1,9,21,0,0,1,8,0,0,1,9,0,1,3,6,0,1,3,7,0,4,5,4,0,3,5,5,0,,,,
,,30221,17dwAEEX09430221,17,A,10,17,10,0,10,19,11,0,3,4,5,0,3,5,5,0,6,6,3,0,5,6,4,0,7,7,2,0,7,8,2,0,,,,
,,30171,17dwAEEX07830171,17,C,2,7,14,6,1,7,17,6,1,2,4,3,0,2,5,3,3,4,5,0,2,4,6,0,0,1,5,3,0,1,6,3,,,,
,,30132,17dwAEEX05530132,17,C,1,8,19,0,1,9,21,0,0,1,8,0,0,1,9,0,0,2,7,0,0,2,8,0,4,5,4,0,5,6,4,0,,,,
,,30189,17dwAEEX08430189,17,B,6,12,11,4,5,12,13,5,0,1,4,4,0,1,4,5,6,6,3,0,5,6,4,0,4,5,4,0,3,5,5,0,,,,
,,30138,17dwAEEX05930138,17,C,1,7,17,3,0,7,19,4,0,2,7,0,0,2,8,0,0,2,7,0,0,2,7,1,2,3,3,3,2,3,4,3,,,,
,,30118,17dwAEEX04930118,17,B,5,12,15,0,5,13,17,0,0,1,8,0,0,1,9,0,6,6,3,0,5,6,4,0,4,5,4,0,5,6,4,0,,,,
,,30216,17dwAEEX09130216,17,C,4,11,15,1,3,11,18,1,0,2,6,1,0,2,7,1,4,5,4,0,3,5,5,0,3,4,5,0,2,4,6,0,,,,
,,30172,17dwAEEX07930172,17,B,6,12,12,3,6,13,14,3,3,4,3,2,3,4,4,2,1,3,5,1,1,3,6,1,4,5,4,0,5,6,4,0,,,,
,,30177,17dwAEEX08130177,17,C,4,11,16,0,4,12,18,0,0,1,8,0,0,1,9,0,3,4,5,0,2,4,6,0,6,6,3,0,6,7,3,0,,,,
,,30142,17dwAEEX06030142,17,B,6,13,14,0,7,15,15,0,1,3,6,0,2,4,6,0,4,5,4,0,5,6,4,0,4,5,4,0,3,5,5,0,,,,
,,30162,17dwAEEX07330162,17,B,6,11,9,7,6,13,10,7,0,1,2,6,1,2,2,6,1,3,5,1,1,3,6,1,7,7,2,0,7,8,2,0,,,,
,,30167,17dwAEEX07730167,17,B,5,10,11,6,5,11,12,7,4,4,2,3,4,5,2,3,0,2,5,2,0,2,5,3,3,4,4,1,2,4,5,1,,,,
,,30145,17dwAEEX06330145,17,C,3,8,13,6,2,8,14,8,1,3,6,0,1,3,7,0,1,2,4,3,1,2,4,4,2,3,3,3,2,3,3,4,,,,
,,30166,17dwAEEX07630166,17,C,0,3,12,12,0,4,13,13,0,1,5,3,0,1,6,3,1,2,4,3,1,2,4,4,0,0,3,6,0,1,3,6,,,,
,,30055,17dwAEEX01930055,17,A,13,19,3,5,12,20,4,6,7,6,0,3,7,7,0,3,3,4,3,2,3,4,3,3,10,9,0,0,9,9,1,0,,,,
,,30028,17dwAEEX01130028,17,C,2,7,13,7,2,7,14,9,0,1,4,4,0,1,4,5,4,5,4,0,3,5,5,0,0,1,5,3,0,1,5,4,,,,
,,30074,17dwAEEX02930074,17,C,2,7,11,9,3,8,12,10,1,2,3,4,2,3,3,4,0,1,6,2,0,1,6,3,4,4,2,3,3,4,3,3,,,,
,,30117,17dwAEEX04830117,17,B,5,12,15,0,4,12,18,0,4,5,4,0,3,5,5,0,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,,,,
,,30070,17dwAEEX02730070,17,B,5,11,13,3,5,12,15,3,3,4,4,1,4,5,4,1,3,4,5,0,2,4,6,0,2,3,4,2,1,3,5,2,,,,
,,30068,17dwAEEX02630068,17,B,7,12,8,7,6,12,10,8,1,2,2,5,1,2,3,5,6,6,2,1,5,6,2,2,3,4,4,1,2,4,5,1,,,,
,,30009,17dwAEEX00330009,17,C,2,8,17,2,3,10,18,2,2,3,4,2,3,4,4,2,1,3,6,0,2,4,6,0,0,2,7,0,0,2,8,0,,,,
,,30094,17dwAEEX03630094,17,B,9,15,8,4,8,15,10,5,7,7,1,1,6,7,2,1,5,5,2,2,4,5,2,3,1,3,5,1,1,3,6,1,,,,
,,30101,17dwAEEX03930101,17,A,10,17,10,0,8,17,13,0,4,5,4,0,3,5,5,0,4,5,4,0,3,5,5,0,7,7,2,0,6,7,3,0,,,,
,,30007,17dwAEEX00230007,17,C,4,11,16,0,4,12,18,0,0,2,7,0,1,3,7,0,4,5,4,0,3,5,5,0,3,4,5,0,2,4,6,0,,,,
,,30077,17dwAEEX03130077,17,C,3,10,17,0,2,10,20,0,1,3,6,0,1,3,7,0,1,3,6,0,1,3,7,0,3,4,5,0,2,4,6,0,,,,
,,30079,17dwAEEX03230079,17,B,7,13,10,4,7,14,11,5,2,3,3,3,2,3,4,3,6,6,3,0,5,6,3,1,3,4,4,1,4,5,4,1,,,,
,,30005,17dwAEEX00130005,17,B,6,13,14,0,7,15,15,0,3,4,5,0,3,5,5,0,3,4,5,0,2,4,6,0,4,5,4,0,5,6,4,0,,,,
,,30085,17dwAEEX03330085,17,B,9,16,11,0,8,16,14,0,3,4,5,0,2,4,6,0,7,7,2,0,6,7,3,0,4,5,4,0,3,5,5,0,,,,
,,30027,17dwAEEX01030027,17,C,1,8,19,0,1,9,21,0,1,3,6,0,2,4,6,0,1,3,6,0,1,3,7,0,0,2,7,0,0,2,8,0,,,,
,,30046,17dwAEEX01630046,17,B,5,11,14,2,4,11,17,2,1,3,6,0,1,3,7,0,1,3,6,0,1,3,7,0,5,5,2,2,4,5,3,2,,,,
,,30099,17dwAEEX03730099,17,C,1,8,19,0,0,8,22,0,0,1,8,0,0,1,9,0,1,3,6,0,1,3,7,0,3,4,5,0,2,4,6,0,,,,
,,30026,17dwAEEX00930026,17,C,3,8,12,7,2,8,14,8,1,2,4,3,0,2,5,3,0,1,5,3,0,1,5,4,4,5,3,1,4,5,4,1,,,,
,,30113,17dwAEEX04530113,17,C,2,8,14,5,3,10,15,5,0,2,5,2,1,3,5,2,1,3,6,0,1,3,7,0,2,3,3,3,3,4,3,3,,,,
,,30013,17dwAEEX00430013,17,B,6,12,13,2,6,14,13,3,3,4,4,1,4,5,4,1,1,3,5,1,2,4,5,1,4,5,4,0,4,5,4,1,,,,
,,30048,17dwAEEX01730048,17,C,1,8,19,0,0,8,22,0,0,1,8,0,0,1,9,0,1,3,6,0,1,3,7,0,3,4,5,0,2,4,6,0,,,,
,,30057,17dwAEEX02130057,17,C,3,8,11,8,2,8,14,8,1,2,2,5,1,2,3,5,1,3,5,1,1,3,6,1,2,3,4,2,1,3,5,2,,,,
,,30058,17dwAEEX02230058,17,B,7,13,10,4,6,13,13,4,2,3,4,2,1,3,5,2,5,5,2,2,4,5,3,2,4,5,4,0,3,5,5,0,,,,
,,30086,17dwAEEX03430086,17,B,8,14,10,3,7,14,12,4,1,2,4,3,1,2,4,4,4,5,4,0,3,5,5,0,7,7,2,0,6,7,3,0,,,,
,,30115,17dwAEEX04730115,17,A,16,22,3,2,14,23,5,2,9,8,0,1,8,8,1,1,6,6,2,1,6,7,2,1,9,8,1,0,7,8,2,0,,,,
,,30107,17dwAEEX04130107,17,B,8,15,11,1,8,16,13,1,1,3,6,0,2,4,6,0,7,7,2,0,6,7,3,0,4,5,3,1,4,5,4,1,,,,
,,30111,17dwAEEX04430111,17,C,3,10,16,1,4,12,17,1,0,1,7,1,0,2,7,1,4,5,4,0,3,5,5,0,3,4,5,0,3,5,5,0,,,,
,,30093,17dwAEEX03530093,17,B,5,12,15,0,5,13,17,0,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,4,5,4,0,5,6,4,0,,,,
,,30063,17dwAEEX02430063,17,A,10,16,7,4,9,17,9,4,3,3,2,4,2,3,3,4,6,6,3,0,5,6,4,0,7,7,2,0,7,8,2,0,,,,
,,30038,17dwAEEX01330038,17,B,6,12,10,5,6,13,12,5,3,4,3,2,4,5,3,2,3,4,4,1,2,4,5,1,3,4,3,2,3,4,4,2,,,,
,,30039,17dwAEEX01430039,17,A,13,18,2,7,11,18,3,9,8,7,0,2,7,7,1,2,5,5,1,3,5,5,1,4,6,6,1,2,6,6,1,3,,,,
,,30014,17dwAEEX00530014,17,C,1,7,16,4,2,8,17,5,0,0,7,2,0,1,7,2,0,2,5,2,0,2,5,3,4,5,4,0,3,5,5,0,,,,
,,30065,17dwAEEX02530065,17,A,11,18,8,1,10,18,11,1,3,4,4,1,2,4,5,1,9,8,1,0,7,8,2,0,6,6,3,0,5,6,4,0,,,,
,,30032,17dwAEEX01230032,17,B,9,14,6,7,8,15,8,7,1,2,2,5,1,2,3,5,4,5,3,1,4,5,4,1,7,7,1,1,8,8,1,1,,,,
,,30106,17dwAEEX04030106,17,B,6,11,8,8,6,12,9,9,1,2,2,5,1,2,2,6,4,5,3,1,4,5,4,1,3,4,3,2,4,5,3,2,,,,
,,30076,17dwAEEX03030076,17,A,10,15,3,9,10,16,4,10,1,2,2,5,2,3,2,5,6,5,0,4,5,5,0,5,9,8,1,0,7,8,2,0,,,,
,,30020,17dwAEEX00730020,17,B,8,14,10,3,7,15,12,3,2,3,4,2,1,3,5,2,4,5,3,1,5,6,3,1,6,6,3,0,5,6,4,0,,,,
,,30073,17dwAEEX02830073,17,B,8,13,5,9,9,15,6,9,4,4,0,5,5,5,0,5,4,5,3,1,4,5,4,1,4,4,2,3,4,5,2,3,,,,
,,30108,17dwAEEX04230108,17,C,4,10,14,3,5,12,15,3,2,3,4,2,3,4,4,2,0,2,7,0,0,2,8,0,4,5,3,1,5,6,3,1,,,,
,,30050,17dwAEEX01830050,17,B,5,10,10,7,5,11,12,7,0,1,5,3,0,2,5,3,3,4,3,2,3,4,4,2,5,5,2,2,4,5,3,2,,,,
,,30100,17dwAEEX03830100,17,A,16,22,1,4,15,23,2,5,8,7,0,2,8,8,0,2,7,7,1,1,6,7,2,1,9,8,0,1,8,8,0,2,,,,
,,30114,17dwAEEX04630114,17,B,5,10,10,7,5,11,12,7,0,1,3,5,0,1,4,5,3,4,4,1,2,4,5,1,4,5,3,1,5,6,3,1,,,,
,,30043,17dwAEEX01530043,17,A,10,16,6,5,10,18,7,5,6,6,1,2,7,7,1,2,7,7,1,1,6,7,2,1,2,3,4,2,3,4,4,2,,,,
,,30224,17dwAEEX09730224,17,B,8,14,11,2,7,15,13,2,2,3,4,2,1,3,5,2,4,5,4,0,3,5,5,0,6,6,3,0,6,7,3,0,,,,
,,30226,17dwAEEX09830226,17,A,12,17,3,7,10,17,5,8,7,6,0,3,6,6,1,3,3,3,2,4,2,3,2,5,9,8,1,0,7,8,2,0,,,,
,,30315,17dwAEEX13130315,17,A,10,17,9,1,10,18,11,1,4,5,3,1,4,5,4,1,6,6,3,0,5,6,4,0,6,6,3,0,6,7,3,0,,,,
,,30285,17dwAEEX12230285,17,B,9,15,8,4,9,16,9,5,5,5,2,2,4,5,3,2,5,5,2,2,4,5,2,3,4,5,4,0,5,6,4,0,,,,
,,30281,17dwAEEX12030281,17,B,6,11,10,6,5,11,12,7,1,2,4,3,0,2,5,3,2,3,3,3,2,3,3,4,6,6,3,0,5,6,4,0,,,,
,,30302,17dwAEEX12730302,17,A,11,16,4,7,9,16,7,7,6,5,0,4,5,5,1,4,2,3,3,3,2,3,4,3,9,8,1,0,7,8,2,0,,,,
,,30231,17dwAEEX10130231,17,A,13,19,4,4,12,20,5,5,6,6,1,2,5,6,2,2,6,6,1,2,6,6,1,3,7,7,2,0,7,8,2,0,,,,
,,30228,17dwAEEX10030228,17,A,11,17,7,3,9,17,10,3,3,4,3,2,3,4,4,2,4,5,3,1,4,5,4,1,9,8,1,0,7,8,2,0,,,,
,,30252,17dwAEEX11030252,17,C,4,9,11,7,3,9,12,9,1,2,3,4,1,2,3,5,3,4,5,0,2,4,5,1,2,3,3,3,2,3,4,3,,,,
,,30251,17dwAEEX10930251,17,B,6,11,8,8,6,12,9,9,4,4,2,3,4,5,2,3,1,2,2,5,1,2,3,5,4,5,4,0,4,5,4,1,,,,
,,30275,17dwAEEX11830275,17,C,4,10,15,2,3,10,18,2,0,1,6,2,0,1,7,2,3,4,5,0,2,4,6,0,4,5,4,0,3,5,5,0,,,,
,,30257,17dwAEEX11230257,17,C,0,6,16,5,0,6,19,5,0,1,6,2,0,1,7,2,3,4,4,1,2,4,5,1,0,1,6,2,0,1,7,2,,,,
,,30299,17dwAEEX12630299,17,B,6,12,10,5,6,13,12,5,2,3,3,3,2,3,4,3,5,5,2,2,4,5,3,2,3,4,5,0,3,5,5,0,,,,
,,30268,17dwAEEX11730268,17,C,3,9,13,5,3,10,15,5,1,2,4,3,0,2,5,3,2,3,4,2,1,3,5,2,3,4,5,0,3,5,5,0,,,,
,,30283,17dwAEEX12130283,17,B,7,12,6,9,6,12,9,9,3,3,1,5,2,3,2,5,4,4,1,4,3,4,2,4,4,5,4,0,3,5,5,0,,,,
,,30267,17dwAEEX11630267,17,B,7,12,9,6,7,14,10,6,0,1,3,5,1,2,3,5,6,6,2,1,6,7,2,1,4,5,4,0,3,5,5,0,,,,
,,30317,17dwAEEX13330317,17,C,4,11,15,1,4,12,16,2,1,3,5,1,1,3,6,1,3,4,5,0,2,4,5,1,3,4,5,0,3,5,5,0,,,,
,,30253,17dwAEEX11130253,17,A,10,15,6,6,9,16,7,7,3,3,2,4,3,4,2,4,5,5,2,2,4,5,2,3,7,7,2,0,6,7,3,0,,,,
,,30245,17dwAEEX10630245,17,B,6,12,10,5,5,12,13,5,3,3,2,4,2,3,3,4,1,3,5,1,1,3,6,1,6,6,3,0,5,6,4,0,,,,
,,30316,17dwAEEX13230316,17,A,10,17,10,0,9,18,12,0,3,4,5,0,2,4,6,0,6,6,3,0,5,6,4,0,7,7,2,0,7,8,2,0,,,,
,,30227,17dwAEEX09930227,17,B,7,10,1,16,6,10,3,17,1,1,0,8,1,1,1,8,6,5,0,4,5,5,1,4,4,4,1,4,4,4,1,5,,,,
,,30286,17dwAEEX12330286,17,B,6,12,11,4,6,13,13,4,3,4,3,2,3,4,4,2,6,6,2,1,5,6,3,1,0,2,6,1,1,3,6,1,,,,
,,30240,17dwAEEX10530240,17,B,5,12,15,0,4,12,18,0,0,2,7,0,0,2,8,0,4,5,4,0,3,5,5,0,4,5,4,0,3,5,5,0,,,,
